,R,v,kind
816,5.114047434015324,35.7013590507048,mem
117,10.023108285225494,44.20906002630157,mem
823,10.524551757367329,27.71484432166248,mem
1579,10.620194680640699,50.51679262107884,mem
2457,12.19587168085729,58.862722366323204,mem
4321,12.33235145220729,1.6060676189666483,fg
1979,13.565232212405661,67.1218251796887,mem
3698,13.872808331791788,40.32376786656551,fg
1374,13.980930125306287,54.526937624455925,mem
1105,14.680568433082412,63.620635373961726,mem
162,14.807022265790756,46.37483155863836,mem
638,15.411472707260629,40.15560456953824,mem
1665,15.558654510748074,58.75942101327669,mem
1301,15.617404820647463,34.22945976486159,mem
2190,16.236295889711812,73.14515616303065,mem
908,16.89157282056678,40.60107498436639,mem
1483,17.129357681311824,46.007140945080145,mem
2908,19.153957246053725,68.43699792592547,fg
2426,19.647884073311538,47.608735875370634,mem
629,19.95984456063332,55.87958950400782,mem
3904,20.86557328401847,29.51616883663141,fg
585,21.552350159344766,69.30901924262061,mem
4315,21.838731780902847,8.953792384763915,fg
1069,22.10508310672833,48.679967998872996,mem
1536,22.92502546393318,75.33589975734505,mem
993,23.56812007429405,55.8466539258375,mem
3990,23.679443007251248,93.23880559721279,fg
380,23.74806131397032,56.706443904144535,mem
4786,23.86638598264595,7.289263204158715,fg
778,24.61025221614211,36.45179419777006,mem
1490,24.76624190155673,67.14584823603364,mem
3351,25.055555558040627,58.41734714082872,fg
23,25.472941335003448,43.94424488217339,mem
63,26.01589893096889,48.288248249940864,mem
544,26.488107180643606,57.38007609245966,mem
2497,26.637814851212514,56.23558419369601,mem
2495,27.328729351520554,64.115335245737,mem
3496,27.672438274757177,83.54546662128904,fg
2339,27.77389042724393,42.596518630354296,mem
1600,27.784057484861805,44.87641346741995,mem
1797,28.11652591004607,69.13309775792203,mem
292,28.6440149266056,29.79069182081049,mem
2318,28.731672514097127,56.04269919708489,mem
1966,29.168786726514448,35.504378931957156,mem
1394,29.39855910224212,40.95275854722632,mem
1592,29.817747306500806,41.3504949385102,mem
1594,30.187146415668177,48.26905874576286,mem
1264,30.52639631928617,46.94752031250165,mem
1115,30.54992248919607,39.231282664958336,mem
2209,30.74998586283537,30.173929270686827,mem
1370,30.792866598252694,49.95526549062171,mem
2243,31.140872088349308,56.76947020883476,mem
2885,31.593685509370772,16.239627698821067,fg
523,32.09037594043461,36.21588619831023,mem
3570,32.112868796717365,40.767831862366535,fg
1748,32.77195905253719,63.05649567762153,mem
1854,33.00623317765805,64.21209706646871,mem
1302,33.75582010265336,58.80231317358336,mem
374,34.044307307103004,27.978973489256173,mem
1444,34.068830909373986,53.204969270672684,mem
474,34.178270574357384,73.70769244358374,mem
1755,34.518038744722425,59.6630171800345,mem
3081,34.80273243751071,18.433108553877872,fg
2351,34.82579091377265,32.32198261635657,mem
1952,34.986882447252235,38.84887406551714,mem
514,35.52165674100692,56.1921954397796,mem
34,35.77059036951373,81.05213087239791,mem
1371,35.77255516608624,64.03077101284069,mem
2839,35.86449235232418,60.30873323229318,fg
331,36.31588312339401,58.169279915150966,mem
851,36.32028675779802,52.71994712760596,mem
