v,R
44.49845916166084,83.10580438953974
25.426421859391127,25.076154137450644
96.49656465868328,180.91863743383618
96.49656465868328,180.91863743383618
56.82991626715161,199.15145771888527
91.42239380945215,140.969281342799
98.95269573060793,136.54722077735738
51.822482589483116,170.65334505586148
84.67280622484303,181.84588656307892
76.44416195024169,134.61734289539928
47.395753581536205,175.86662148765538
79.4579754149683,186.6946100423181
79.4579754149683,186.6946100423181
76.86178791493205,176.10032159083372
66.17089565340856,195.496723123656
9.472853951965735,159.89621315394126
2.088509675729707,105.76621941122154
2.088509675729707,105.76621941122154
32.550882215371665,75.44252508429284
50.96314544898786,126.3612498797009
11.055355825977305,69.41283052709906
34.685463348408646,58.152885185042884
99.75961892320845,170.05127665181053
90.51292265672295,175.6082121556441
90.51292265672295,175.6082121556441
78.95801437575659,180.97426302595002
36.043547972077945,194.426199393937
60.88750366641179,135.05235427369828
28.29290090116721,141.7331546871498
71.01334118466194,165.3283076157517
88.7578829777772,149.7102596763254
67.69052992184776,64.09458655427204
57.76372745102956,55.88854048416334
70.3601735304711,15.392686043053414
95.3708560350583,11.696268488708803
29.37606888086946,131.11957341677063
17.109014186479286,39.25961441050421
36.000650090105346,18.440839317646674
13.288319365524394,176.33364818626941
46.374015553132466,171.22822837587483
5.917311506042694,66.54378950035628
18.29383323435312,109.48810877074841
9.839661327083428,175.99327332693366
82.81495992716721,123.28703111323252
74.47153655534848,114.39272367081469
54.239106279004794,96.55027887135736
87.41203409088001,123.38163383014313
93.94207948971274,79.04041044597419
93.94207948971274,79.04041044597419
98.45182949719877,157.5127267411735
27.15676310995061,167.34430743485055
41.3195280650406,150.90498176008418
61.471306706338005,198.16868992991184
74.3440279809194,159.96741342516094
0.03287567913152145,196.10125912921288
1.6162164731139952,168.32192964162363
54.165565639789065,125.90675058279665
55.54978970297054,188.92423967762852
96.05475553515043,130.0596875293184
89.43072895920861,96.0094533621029
29.582802683291398,79.35902919778884
75.98161776386168,14.25983576662707
0.2917953489052394,101.8196534533842
16.690466978854566,20.96626590800335
91.73215910061934,137.70323103705323
42.05934870521242,154.59345785928582
12.693842429165873,83.84407199187686
48.419964183197095,136.0202255689601
87.16495557960012,132.18493438793317
92.64386775654958,129.69229476617954
96.09478651618844,131.22032893906928
97.92840690178193,86.19124189727854
7.933018723084871,158.27326696423873
7.933018723084871,158.27326696423873
7.933018723084871,158.27326696423873
13.842335052175493,145.40702892672172
29.391211750070624,100.43043686245821
62.015879083412216,45.80824675491103
10.773204386139767,56.030141860293256
90.61285334809814,94.15876797693704
43.15181860802343,42.13544672534557
73.10626791674738,72.18117435119792
3.5552111022679185,128.05376142912866
29.87049105707326,187.20656569510777
73.41462017013367,101.62475055027085
33.97238319944359,123.42950635207953
40.443166739086706,167.75064309940225
35.38147146100678,121.56233900949816
40.06312661666911,134.7113345675325
3.676220408017208,145.19788005061167
3.676220408017208,145.19788005061167
18.87807919436384,154.29298875633836
38.22841567786283,173.1217557370697
11.254926029937337,194.27893654657947
49.12681346138298,187.9166547082492
78.5953890312453,155.4415900206938
83.03960204467543,155.59163995568431
83.03960204467543,155.59163995568431
63.95533161369013,182.6301112592793
69.01668385713535,189.44670596392743
75.54416949622562,143.9490706850824
87.47782522374867,116.31295866550812
28.235772507178968,50.35350747425557
21.735245415126357,117.94829903043416
7.956002085374857,100.65238423787542
11.007304105102293,149.36278548494892
16.676240122064666,167.73821862048015
55.81647513243853,63.979445267537535
65.677726899042,91.3355181836985
81.83999879472044,149.16852493879475
86.33568112726357,53.50673549563083
51.697029005858795,136.5175142473263
69.60097191113618,185.52270269365158
60.76732911361825,98.35960654419287
68.9560183587786,78.96879410219026
13.273128271255715,97.9660855109908
34.17521153991359,100.99458537297363
67.56119152495357,105.69213311942984
12.354938722139455,100.51785333329596
40.31092528495118,125.61638009849176
57.75084404185134,150.18744268143288
49.565784256498496,117.12183921098654
23.68084447320497,84.04499619196206
23.754132133494807,153.65456214167745
84.5210086964509,134.08030026909154
62.43275316328202,191.788640551975
30.529259231250034,186.6470679593227
11.660951494747579,131.5136467734527
21.587753504756165,55.95745667010721
47.10209953637244,57.10349104120854
67.02577487931256,176.5495194780692
92.79785927464913,188.5149216005228
92.79785927464913,188.5149216005228
58.63138673054018,22.390609201894566
47.81264466003939,65.9740206598494
2.0123756922391625,111.02664987748553
35.5374530375234,197.95251470506162
11.146551643277038,174.52932758243827
4.633390652989903,180.9644349524023
77.58054713372586,149.03666062239196
26.075890257514423,76.06146463932055
49.517783817046286,179.23141779006153
23.69249319414279,148.56181651226024
9.370605403207886,195.43359385778538
18.44241154776714,186.38798614798625
26.681928389741245,114.73010578686691
34.60480418445389,150.1810934347661
95.71669254051253,149.68469230039878
77.56779029825154,197.65914507734
77.56779029825154,197.65914507734
79.77652796578269,196.3378465664732
79.77652796578269,196.3378465664732
53.00259170491975,92.52964292140017
43.201132315722866,49.017014450834225
23.58742899176891,150.49271781122758
3.4793672571936685,156.41703581951816
72.59004853379986,42.054728991322996
90.94428575066564,95.28426004507898
78.45898785219255,91.99006860739377
55.187349351922464,96.0529819782598
64.79271981790662,170.05444475005982
22.328542711821022,173.16528855225562
24.562544184181643,156.94837110452053
65.46644533188025,174.45876502868995
2.7801186880002327,140.8700490072366
9.418283003986012,185.41049153406257
9.418283003986012,185.41049153406257
53.795306341702535,169.04633549317492
19.702273340279906,69.37336849935086
59.587345332337506,159.39995477228496
77.13551281051518,160.53187496069074
63.98037330388651,112.54192777576904
71.36064333620516,163.84560817135412
66.7835930550144,193.86950766892414
15.374397519682939,118.96121875551107
45.30479311707343,21.28788626329216
45.30479311707343,21.28788626329216
43.795183784827614,81.63531773429753
77.05357079872901,118.00116736647408
77.02245190273972,192.06113304751327
88.66825421836273,105.42165279188193
60.900931706879604,137.61621404059338
96.36310237843746,191.55275114759843
58.89477875218832,193.51528792968708
77.4804728870523,177.27238219974998
54.6524009861055,173.2196988204728
51.08377668284851,127.07438944300227
17.843205864033244,94.42079641680843
25.235396351898235,110.1081829054741
39.31156639274957,180.040686153141
88.71495152847795,89.8163514727491
14.086533952965894,116.28541989172987
7.0882871140485655,121.99345851972484
46.420165282717434,179.79918312976787
46.36557807624251,159.59108604955318
60.3981140003234,150.44703229195082
97.91649794640621,112.80654037840077
37.572873521820284,146.80840529322376
29.623456947643685,171.52874326355283
76.48331522839166,166.41876307932026
8.480045807206615,193.380562865269
11.904725627093773,178.36997628669124
49.07971926993204,135.33863303075486
69.0765960482276,63.12212487391715
93.62085713021109,58.20502291788429
74.2961979814398,177.61326150277404
71.37036413322349,127.01465263995956
82.17224855571975,136.34790026037714
77.53398466632916,199.9899106584112
81.24557100624295,141.14179322383316
51.63885135703468,163.46752907620208
79.70090159213984,65.55587252597178
91.5865367849547,7.473768032740985
80.3929372867791,35.022086607451236
49.061541643573676,34.692065989344826
9.669514050735982,98.8912757063838
25.35478159859364,25.615875049827746
27.444957453674984,120.0667947692248
63.87048650234206,192.89695995815453
63.87048650234206,192.89695995815453
87.28438341917726,140.1169091565977
59.79266521620613,128.60542340813893
7.868465772907588,167.42605286252174
46.53000534149656,133.48328848159468
41.77262551264978,106.35171309581949
32.31153549083162,108.23650251022384
71.38886211895168,157.24812280331815
65.82934884506707,188.36131069688167
41.43158479680416,117.47401958008057
1.0057676656110193,61.70922788951647
2.9882707761190765,104.77776099894692
71.05421476341097,150.2156310853374
18.50023072020484,84.89165555710595
68.54930120271842,135.01020522570994
69.34902635741517,195.60325928724941
69.34902635741517,195.60325928724941
73.35676957799109,167.4866828843324
50.895768593994944,144.50746633532498
56.428226651065685,191.2892521390998
46.14244025320559,127.47713431111478
83.4385345042467,195.7565053128954
73.30541638800361,149.81998960602584
82.58801852100598,153.47806725061184
70.93976014817277,143.37453149309246
48.53656436720008,156.069051914195
55.90097541181038,182.3763989878336
1.4691764442111506,143.20842929578043
3.0317344572543306,79.90159413395371
68.10716119666098,191.32709955318248
68.10716119666098,191.32709955318248
26.182406471280608,138.54931705971902
12.698046180098071,118.36031349765648
24.10764212025165,171.97943636620332
30.673708708941067,155.0211316533352
40.24237797329727,192.8494751086095
60.95756202827197,181.9744011204768
86.08841898579678,58.19366537300734
66.94896007394132,25.493590462026948
79.20259706820819,39.620568786290505
97.91112129172615,172.72588054922107
92.83860052998872,183.66975051493168
72.83120783507908,195.5732272051553
98.66488684650456,172.18150562467048
49.65455955564565,114.59982986953304
3.635281742564456,140.7128656861986
22.59105223667635,102.00572745088871
19.50879018955742,155.41729103194356
53.37798845419805,113.83371610768872
98.27262229362007,176.69628887134948
91.38016940312927,123.01563128889687
57.527259019933936,139.44398554243423
46.7706779044907,138.95124093897022
38.50149007895844,132.6461498662585
64.49912837799778,171.282538882434
94.36887851092676,144.34853045125791
67.12811060350822,150.62812974052773
99.57982349498285,159.77989547009233
69.23300230167742,163.11935586826382
56.921725736134995,126.12375531843095
44.37055012386465,191.7404874480716
68.2655379484234,167.60038114906843
97.908339676558,140.02714333417757
68.83085783201534,86.45006362569771
74.3293025197667,70.27071728899172
78.36521830166268,149.57668210316487
12.989547461490044,139.4297714497788
12.376708912445435,166.63773242922272
5.940375099262979,102.94653349325527
26.671672387988878,144.3975934030292
12.209710409286892,116.75862162318916
69.95511567840886,108.25262288539305
69.8469893499381,164.55260858663772
80.96673465307818,14.368219507488305
55.410902121046206,130.49143922905301
12.124801778895561,138.84116660386871
92.92271489523908,153.20237183849298
63.06416173075098,141.36391720191608
98.15755985285513,190.1907476589077
98.15755985285513,190.1907476589077
27.33099495805516,105.4516965456606
21.773407032674168,98.47195632744776
1.3653662431085878,163.15947011647089
13.806462794467375,153.9630448021121
63.58643834803551,157.8192571088839
54.62295848010249,66.32779202380965
47.687708717731184,70.62253307067714
29.61697778241346,84.60179676902844
48.76435640439497,143.36155799549255
38.602179654553964,156.5277889709377
79.48314436617736,198.2325948281564
76.72532870734175,182.9927256000394
25.554786790964688,194.89867064955143
39.58443820946129,50.95880746115763
25.02880156511489,75.25141551987309
92.13227346984249,72.22147558805881
72.89631209656412,66.05331328803095
90.63439098381521,118.08648735850376
90.26787480633577,75.82937513326999
71.71873093721048,54.87011336893686
79.76944235581792,145.60202458630408
36.39459762341244,185.66937686348882
16.67899025598905,183.40144249877915
3.8933612132518594,123.2723608226379
25.702647603396354,26.922067768722755
92.52623836282059,84.77538854693046
89.80934768862366,156.69338469101575
99.52074530013321,196.6875983297353
98.03611032141714,184.157224074872
93.29614505981979,70.18994200755114
27.9808702443428,134.39870104297844
1.3440428612801512,195.079265839128
1.3440428612801512,195.079265839128
3.802930020766889,151.83494194174455
92.47384245772147,155.31870100479819
16.27913084639165,146.19564104683002
52.072667027600424,167.4946233056223
41.69958737314917,148.97692141392892
50.158342847272046,179.33153330324555
92.7697633530784,194.48395537394367
63.40856907085968,176.46110347944858
67.95673024908344,126.75665295445236
73.96540823391659,88.29591916109777
83.5673062215227,92.29646972677313
77.80698355425899,146.25030524559617
66.57932102044586,194.82739502751025
23.84633610363295,157.65400521142925
50.8691973384241,116.6126498119968
72.75062772706738,143.8454302280369
51.559320603624656,132.28654567557894
13.870415411893873,112.50586248011088
5.610239972782121,139.99564776103796
17.892108575157227,118.53545184931656
59.96343942495015,141.11875214194305
72.61855220907115,193.66481086598893
54.186757471640774,162.57815853378773
68.88910162821747,189.29751279245792
68.88910162821747,189.29751279245792
80.81527396839876,195.57530403146268
75.19438385281586,192.36544185382598
55.42869160178399,80.42468356657795
16.666446768534733,120.83120425570604
2.2246454966645564,97.32818397468495
50.81109913109082,153.3026337647207
38.23125526761347,136.91602836465222
77.49894129287912,150.18940720396745
68.31793377208037,141.59192599256411
98.2283298547859,125.80542432843342
63.75361927426381,197.13095543300517
36.92050539203515,181.4172185240518
26.9060650400694,154.81891170491448
35.49966284340722,134.62826919865398
40.08228242433013,196.28074435961122
87.1984878222986,198.03845662111885
87.1984878222986,198.03845662111885
97.50028449293423,148.48354225328634
48.219086804394514,183.10881507185158
29.30060320322482,157.49970946352013
68.83608071552901,141.22332800998342
65.85682367315522,156.37612616929638
94.47506892887816,189.31171858277185
98.37886064239426,158.46588113193462
94.46362957681131,143.08925007415903
73.25814355690012,152.08578500310395
11.296532049646327,91.6595493768893
24.958702101823746,172.91897411463458
28.004649753433103,137.87415112336106
