,R,v,kind
2213,4.616737533811118,26.59944970614825,mem
391,10.243474351594172,62.732775663068416,mem
823,10.524551757367329,27.71484432166248,mem
2063,11.439145862616213,58.4381226384869,mem
4760,12.262447060909436,31.514076805408425,fg
1032,12.274479406248787,46.329254844459015,mem
401,13.188403834201285,60.44742581838279,mem
3698,13.872808331791788,40.32376786656551,fg
1010,14.482815398298314,48.76158860698435,mem
1386,16.049915894384867,46.704644533669736,mem
2190,16.236295889711812,73.14515616303065,mem
2429,16.861501678345892,55.20689986208601,mem
605,18.225277787045513,62.296675052840826,mem
2494,18.452138485337954,83.34330052018768,mem
351,21.349190063103137,36.74141802718732,mem
2125,21.612504911113014,39.50557783940905,mem
1392,21.790150029961033,29.267387715049573,mem
2273,21.94924748320472,48.23187636862063,mem
421,22.061576800035297,46.77771899860832,mem
967,22.17935943108111,46.64278431287384,mem
4266,22.48656023704645,31.82872000273631,fg
1380,23.273953075814767,38.4769518046781,mem
263,23.32308949376809,26.33191381718657,mem
461,23.35151461508457,49.228581282512884,mem
1020,23.376032455617572,54.22763614207822,mem
1290,23.470765597266983,47.634740916748505,mem
3990,23.679443007251248,93.23880559721279,fg
74,24.103691408576,51.28467136362021,mem
1841,24.31238183380982,45.86287662195365,mem
1785,24.832799397169172,28.753935905279523,mem
2416,24.875515403353155,57.822049577288354,mem
1988,25.22143569643709,49.98783988548312,mem
1721,25.25313759638565,63.05239010531227,mem
4902,25.361000092393198,95.9420415890558,fg
2089,26.150023302290712,55.5627836847044,mem
3877,26.474011964685374,59.313575135424436,fg
1509,26.520304839252372,49.925960529228185,mem
3370,26.64692150474835,32.92723439356499,fg
930,26.915477661896826,39.33087825857857,mem
1353,27.3266424088366,51.559889645753614,mem
69,27.41316426700039,31.598579552809557,mem
1660,27.60208589620025,31.06585660528682,mem
142,27.65431542722275,51.61235919891391,mem
313,27.960677290740858,25.52936487380792,mem
1797,28.11652591004607,69.13309775792203,mem
2203,28.239126937969214,58.89041605796781,mem
804,28.988388069726962,67.66218855720626,mem
880,29.366537634562746,52.49921688178364,mem
1592,29.817747306500806,41.3504949385102,mem
3396,30.012385626224642,44.28312010971359,fg
342,30.152693416482485,62.53637653344867,mem
1594,30.187146415668177,48.26905874576286,mem
3546,30.2176222951219,75.45208477817384,fg
1664,30.250073787822608,48.54955939477851,mem
798,30.728531044348887,48.3894951476666,mem
2243,31.140872088349308,56.76947020883476,mem
1941,32.12197245893864,76.67393517728827,mem
2369,32.54575302379922,47.55795413364094,mem
2272,32.55655238171803,70.97724320206699,mem
2046,32.803359867873205,38.009314064543055,mem
873,32.83760330619726,55.329401675159005,mem
4632,33.47284299610384,30.39770897201493,fg
3878,34.36212305615105,72.94617090045583,fg
1863,34.69129194048684,48.095521454157144,mem
2351,34.82579091377265,32.32198261635657,mem
569,35.38352448740801,33.808719740448716,mem
514,35.52165674100692,56.1921954397796,mem
127,35.53337020123421,49.29160752096664,mem
2839,35.86449235232418,60.30873323229318,fg
1047,35.874051656459216,39.02295979546147,mem
2118,36.52244285423461,74.94964980790614,mem
2423,36.83755282094762,56.98655130964386,mem
4695,37.0640765047467,25.206790715390127,fg
3758,37.24229243494296,99.0398036362879,fg
774,37.273471690028686,32.051898405548,mem
1990,37.63010013171438,80.04328401960369,mem
2226,37.668398741750046,13.995603692809286,mem
973,37.75367865947979,50.09563979213857,mem
4271,38.000318157826854,96.71426256778831,fg
4012,38.67516394292825,94.76777137919512,fg
3256,38.75649490634965,3.5897613038970357,fg
2837,39.32687012905697,83.71398899280831,fg
2169,39.33111440307327,59.45112929133914,mem
459,39.79587378799983,44.64664116532075,mem
3768,40.09311857165387,67.81504014919271,fg
2144,40.39212858593965,38.92184431731628,mem
410,41.009755414419104,50.79782328158162,mem
195,41.04915313523328,61.18489451415433,mem
2476,41.436079822408935,32.809642260181434,mem
663,41.517283008229775,36.673936217541055,mem
2433,41.858498594132975,57.67201442830918,mem
1187,41.92078590728792,45.35179763861246,mem
344,42.241171283731106,13.667632213690224,mem
339,42.504192799477394,58.42217948385785,mem
475,42.711628022947075,80.39706342430193,mem
564,42.904047719839966,45.12744454886962,mem
1993,43.2292215589858,59.44474810648889,mem
417,43.2467990930789,52.11617947176925,mem
183,43.41201529161814,78.18332142811154,mem
1112,43.51756947399875,57.76401116117113,mem
1166,43.71013050914035,47.46599838591034,mem
2285,44.01947335354181,42.67908380606576,mem
4100,44.36857200966346,29.935913243040318,fg
472,44.57075722319174,45.777832261799155,mem
254,44.615258791736714,26.13274141236569,mem
794,44.6300587513033,36.57244346524078,mem
4662,44.76476114559393,98.16301767602474,fg
3831,45.73136573889611,17.22479009987876,fg
1732,46.22745922009866,38.21506409144297,mem
1438,46.23879037852684,47.69640539947095,mem
3795,46.27779135288033,84.27456036326026,fg
1162,46.28449372935032,47.84600583235621,mem
3,46.363894583053614,51.95490653625984,mem
2051,46.42501928321409,58.2190348062252,mem
769,46.43289266889853,36.16225350271983,mem
2436,46.58724190325729,46.66601301980659,mem
1338,46.78099727450726,37.34019282412093,mem
2266,46.864368753516466,67.46232140087075,mem
1412,47.025256644569644,40.32692193859024,mem
4227,47.27321787510279,60.22905505038497,fg
2036,47.295265122494364,54.95098804700841,mem
1820,47.30094137911637,61.480872141649954,mem
964,47.75486483134201,53.8645870462687,mem
2061,47.8831647388537,39.121409264103605,mem
1928,48.2320370758939,55.378430831773464,mem
779,48.29337229868885,36.225019191456255,mem
1652,48.514515504201,36.49506599918101,mem
2697,48.52667940260282,91.65140766161457,fg
1053,48.532699761935575,66.26173304630869,mem
622,48.601639896321394,51.25961815278887,mem
2147,49.07687773564494,62.6951919980117,mem
2176,49.27767529514785,62.25783386994743,mem
603,49.486513104098556,42.20577178695685,mem
556,49.73724473625288,62.74984742560667,mem
1410,49.74092721730239,21.38561912033265,mem
1871,49.748157400111026,55.85163059607621,mem
796,49.80487570087006,50.100035012840145,mem
2075,50.28669367368265,65.08737473708868,mem
1285,50.84646297397624,62.19302480294868,mem
