,R,v,kind
1754,5.70877027145796,68.18076947816334,mem
702,7.093997192579312,38.18108399798413,mem
495,9.123136683764315,42.390216307248934,mem
3165,10.180912147523367,3.631423551819836,fg
458,10.597226698851577,62.10005358070522,mem
884,11.280739012892836,78.25709695671657,mem
679,12.77677662858345,56.44381742508085,mem
470,13.804110454775126,32.983447256356605,mem
1010,14.482815398298314,48.76158860698435,mem
1640,14.615743749312012,60.10027055823312,mem
2294,15.257408302019346,53.731522279163116,mem
3312,15.284037152848914,81.54607511051924,fg
2190,16.236295889711812,73.14515616303065,mem
4994,17.210909853260368,63.85533984762733,fg
1440,18.086523712288507,33.53915969112741,mem
797,18.14019394886497,45.519522645250476,mem
1460,19.103279999176518,44.16028379851974,mem
1107,19.432176403772935,50.01700387989438,mem
2426,19.647884073311538,47.608735875370634,mem
1968,19.893956661268057,44.179959593056935,mem
3786,20.911157794573683,48.12831198512382,fg
713,21.290768315797454,46.55862477900697,mem
1535,21.409495227326122,48.48041535537745,mem
716,22.291618870400534,40.86071034483685,mem
1867,23.002106028051987,24.504943580927684,mem
4427,23.27673115663548,17.040654226685888,fg
1859,24.49795437107712,51.309131383053945,mem
778,24.61025221614211,36.45179419777006,mem
2162,24.71273662173148,73.79546731668633,mem
1490,24.76624190155673,67.14584823603364,mem
1131,24.80056250622691,53.578453474873115,mem
4247,25.88029813075679,25.901857812979273,fg
17,26.04193326308624,35.01690260035818,mem
998,26.436070004678275,48.26273225893794,mem
1509,26.520304839252372,49.925960529228185,mem
760,26.67082618785023,54.7080294702381,mem
1174,26.750919580459534,36.6145445051628,mem
69,27.41316426700039,31.598579552809557,mem
1797,28.11652591004607,69.13309775792203,mem
416,28.245618040507374,27.91685065677116,mem
534,28.2886733336836,61.8304080514425,mem
159,29.12682798494064,60.55250463441242,mem
1382,29.161250482577664,67.54788889993529,mem
1690,29.35583277781415,66.46237752591833,mem
2120,29.762068990172192,54.84740338276367,mem
1592,29.817747306500806,41.3504949385102,mem
1709,29.930177920532866,76.89148929364086,mem
1524,29.946632715887084,57.776165703869154,mem
3287,30.22544789292252,63.134602057878645,fg
2209,30.74998586283537,30.173929270686827,mem
1370,30.792866598252694,49.95526549062171,mem
2243,31.140872088349308,56.76947020883476,mem
2114,31.808330499038092,49.509086838550594,mem
2359,32.204753305502855,61.54166963669746,mem
1906,32.31665207355885,48.795067805840816,mem
1748,32.77195905253719,63.05649567762153,mem
2175,32.96292362797965,49.488666301210955,mem
1085,33.51610240563981,53.926031673196746,mem
1707,33.79306729453174,52.09791645561042,mem
1259,34.056269940608104,55.68137388858627,mem
1755,34.518038744722425,59.6630171800345,mem
3606,34.851771042170526,62.80186125828378,fg
3433,34.902583687676675,0.3812927800215107,fg
59,35.12870791070696,60.11898332909261,mem
569,35.38352448740801,33.808719740448716,mem
236,35.77897346941163,63.10137929774614,mem
507,35.87374208113193,76.26145190020537,mem
848,36.02420556760405,60.24089459548886,mem
501,36.30960994858283,38.571748713927335,mem
851,36.32028675779802,52.71994712760596,mem
394,36.39887526076292,57.681693464982516,mem
1271,36.425594318628995,40.09619666312434,mem
2118,36.52244285423461,74.94964980790614,mem
774,37.273471690028686,32.051898405548,mem
1763,37.280001854332994,53.55780861590866,mem
565,37.881615548828506,53.64262377373103,mem
1356,38.11146066457263,53.54584652696534,mem
2673,38.70428966016729,49.92895751911638,fg
2608,39.02714373942703,78.39566415546622,fg
1288,39.656922614370615,32.84698838255868,mem
1242,39.70272216908896,59.558348391198386,mem
4755,39.98788584978213,82.44113569953579,fg
3768,40.09311857165387,67.81504014919271,fg
2993,40.39107941705354,65.84079151309356,fg
345,40.39211365598646,48.59405854523328,mem
3218,40.47412892643221,71.00488420882957,fg
1233,40.487101274545886,39.57971973963525,mem
1355,40.716897749052826,41.894916450502976,mem
2270,40.89037572526258,59.58081320613704,mem
195,41.04915313523328,61.18489451415433,mem
4071,41.33669722375981,86.0744699554516,fg
1140,41.3852605757491,62.075030044503315,mem
1772,41.400050132349776,34.10367063764062,mem
2476,41.436079822408935,32.809642260181434,mem
1317,41.45192257009392,35.50289450498687,mem
727,41.91293623704639,38.65562948754005,mem
2330,42.06142643023989,48.00174727015211,mem
698,42.21758973775312,53.29039711224015,mem
1399,42.62600330052353,54.08802358850393,mem
790,43.16443717103325,61.268620339601156,mem
1993,43.2292215589858,59.44474810648889,mem
417,43.2467990930789,52.11617947176925,mem
183,43.41201529161814,78.18332142811154,mem
1151,43.597401345629905,51.2007364174321,mem
1252,43.70599141850282,35.267160590615724,mem
3897,43.74563401110194,8.580246328228183,fg
2277,43.95423989583577,37.95950326969889,mem
2285,44.01947335354181,42.67908380606576,mem
1957,44.08465510012249,47.97060779436628,mem
1531,44.56578349422367,51.304642639432295,mem
254,44.615258791736714,26.13274141236569,mem
645,44.727996115229644,50.81994106960082,mem
3645,44.8431766345831,10.702899843259443,fg
2248,45.336677886198046,44.41400620138706,mem
669,45.546547551958284,40.349598879157725,mem
583,45.65227985883895,49.30746303615592,mem
1438,46.23879037852684,47.69640539947095,mem
1962,46.44011281433753,24.11605586531001,mem
1691,46.849899040072025,36.464516983862225,mem
1891,47.21281349909354,66.15163748601789,mem
906,47.2255424367832,57.65277680012312,mem
1247,47.292665547484255,60.45784967375593,mem
995,47.3736811131356,19.73526897901606,mem
1038,47.39420145586328,25.05640772333751,mem
828,47.59256155061603,69.81366477412371,mem
2422,47.644501100293255,37.362843282965905,mem
543,47.644940103923425,70.2494574228815,mem
2697,48.52667940260282,91.65140766161457,fg
1053,48.532699761935575,66.26173304630869,mem
41,48.55941683105755,53.25522827853876,mem
1343,48.87791065853016,71.77780978920866,mem
2451,49.413497109714186,61.40680291040826,mem
218,49.453314658801354,62.73147823357419,mem
438,49.52230933167329,67.54370149898746,mem
2158,49.55138846333072,69.39549694583526,mem
556,49.73724473625288,62.74984742560667,mem
1100,49.85616287497077,38.26407940407104,mem
1022,50.09067754260806,49.33935683825607,mem
3335,50.131408719174004,27.930542543974923,fg
1890,50.345562192296065,45.979443524177285,mem
2822,50.46688373845934,91.11820670065669,fg
3472,50.85272068338416,26.45181782757609,fg
2207,51.26202268615484,52.246285528725366,mem
962,51.84058854778762,56.05724306078066,mem
296,52.33682772196019,25.999474954697728,mem
2290,52.37821449293333,52.46535519349886,mem
2328,52.4843419963354,49.55383705052497,mem
187,52.55581074754678,80.19870995251351,mem
4363,52.59162361051642,59.64274451899056,fg
1616,52.66960480905522,38.453371581099354,mem
850,52.670727487354156,61.095050766890715,mem
