,R,v,kind
419,2.1490369000383227,65.05395892116103,mem
160,4.230460148724311,61.596524322217576,mem
3064,7.894246401253508,0.4750723691126382,fg
676,8.13679595141684,57.93180095691348,mem
370,11.119576997421783,53.462928678147144,mem
244,11.706278429260134,49.223462688192605,mem
1908,14.50624318131488,52.51833432738805,mem
4309,15.077593927202154,85.28533905869784,fg
1737,15.109520909585244,44.8500275708162,mem
638,15.411472707260629,40.15560456953824,mem
93,15.602569840510078,41.98169522423101,mem
2429,16.861501678345892,55.20689986208601,mem
1483,17.129357681311824,46.007140945080145,mem
2440,17.383636226091465,45.670666443910534,mem
971,17.444332868806246,53.77438382192639,mem
1905,18.497937985805407,65.85311326452286,mem
2196,19.219224630757523,49.85504109003175,mem
1107,19.432176403772935,50.01700387989438,mem
1968,19.893956661268057,44.179959593056935,mem
1656,20.721519912761764,74.11622210514159,mem
1535,21.409495227326122,48.48041535537745,mem
2125,21.612504911113014,39.50557783940905,mem
1312,21.853827984161352,36.04707566393125,mem
538,22.626805952375737,53.2680468451704,mem
11,22.906749442138878,36.48164027030383,mem
1244,23.24220455238872,43.15318915686422,mem
4427,23.27673115663548,17.040654226685888,fg
380,23.74806131397032,56.706443904144535,mem
1864,24.52077924600427,65.91292878472423,mem
1131,24.80056250622691,53.578453474873115,mem
1666,24.96540922272853,42.58662379740928,mem
4902,25.361000092393198,95.9420415890558,fg
1150,25.606238138831788,63.18217804624747,mem
4247,25.88029813075679,25.901857812979273,fg
125,25.903788345320148,47.575560833806975,mem
17,26.04193326308624,35.01690260035818,mem
3877,26.474011964685374,59.313575135424436,fg
1509,26.520304839252372,49.925960529228185,mem
822,27.98272908026775,41.40647727823498,mem
416,28.245618040507374,27.91685065677116,mem
455,28.349205007663606,53.49774812212616,mem
2318,28.731672514097127,56.04269919708489,mem
418,28.77437645009509,54.512123638014295,mem
804,28.988388069726962,67.66218855720626,mem
1137,29.36543287119373,46.626097162762115,mem
551,29.6454132543676,46.91158186506018,mem
3396,30.012385626224642,44.28312010971359,fg
1527,30.083639152698158,43.52533422680118,mem
1115,30.54992248919607,39.231282664958336,mem
755,30.69057252152245,28.939951423278732,mem
3146,31.099617084439878,35.623496767729705,fg
2243,31.140872088349308,56.76947020883476,mem
1936,32.09126239673209,48.685510846027796,mem
2359,32.204753305502855,61.54166963669746,mem
4627,32.87917913808365,61.2043547324369,fg
1176,33.239802429823,58.37657556159437,mem
2358,33.86909885515985,49.7189333704511,mem
374,34.044307307103004,27.978973489256173,mem
2310,34.050185562675765,47.10748786044356,mem
4256,34.46668673837569,98.26400620480888,fg
532,34.48357440705844,65.96441670997254,mem
2480,34.51117233795439,57.01767807955785,mem
2351,34.82579091377265,32.32198261635657,mem
3937,34.894591470459126,86.34248151079025,fg
3433,34.902583687676675,0.3812927800215107,fg
569,35.38352448740801,33.808719740448716,mem
95,35.680046162477275,35.34902474859354,mem
2060,36.053023730729386,53.159441149686224,mem
976,36.158110188463056,43.5247373126818,mem
331,36.31588312339401,58.169279915150966,mem
394,36.39887526076292,57.681693464982516,mem
1271,36.425594318628995,40.09619666312434,mem
2288,36.66822240905695,43.88899470671238,mem
4695,37.0640765047467,25.206790715390127,fg
1626,37.38591089808528,45.681288837640494,mem
404,37.54838451689468,52.273179314082356,mem
4271,38.000318157826854,96.71426256778831,fg
3550,38.214318519006014,89.9819194419747,fg
1417,38.24372016197035,37.181079262730826,mem
881,38.5826974264824,29.413823147254767,mem
2014,38.75257184895081,65.01084210449733,mem
4681,38.75999572663796,28.183947222109342,fg
2054,38.84447899479985,41.165480120331615,mem
1091,38.91407304291771,38.121234689126474,mem
3523,39.01461641043557,95.00106928370035,fg
1419,39.09708854611112,63.71011184465865,mem
1332,39.21875126615826,54.932010074934766,mem
3790,39.23126738551356,84.42970046277136,fg
1242,39.70272216908896,59.558348391198386,mem
3386,39.88667630649788,17.586816511174472,fg
276,40.03721490658857,63.54842553050128,mem
410,41.009755414419104,50.79782328158162,mem
4071,41.33669722375981,86.0744699554516,fg
1140,41.3852605757491,62.075030044503315,mem
2476,41.436079822408935,32.809642260181434,mem
1317,41.45192257009392,35.50289450498687,mem
663,41.517283008229775,36.673936217541055,mem
4920,41.926984078335494,57.33534026294777,fg
599,42.10954957990619,21.283485832268,mem
1944,42.13850560737124,47.682684015401364,mem
1491,42.153945405305215,38.61765477490879,mem
983,42.431807282110576,69.28643579830107,mem
1399,42.62600330052353,54.08802358850393,mem
302,42.67491339776709,51.95348166392407,mem
1112,43.51756947399875,57.76401116117113,mem
2421,43.569284211822776,48.296974997867316,mem
1151,43.597401345629905,51.2007364174321,mem
2722,43.97205751107737,72.47342122512961,fg
1957,44.08465510012249,47.97060779436628,mem
2675,44.17708441559483,71.44161937924639,fg
2437,44.56755186283374,55.0663859377138,mem
794,44.6300587513033,36.57244346524078,mem
163,44.921403587205724,47.906057349878395,mem
1919,44.97862582519805,42.47427838205231,mem
1692,45.95680027392778,46.09460553962114,mem
3801,45.99806352654438,70.83337457038796,fg
