,R,v,kind
2055,5.678975947355068,48.47510476080486,mem
1360,7.159985078801537,40.41627556158525,mem
757,9.016330983690203,39.581989425291006,mem
4685,9.756066589990928,75.80984753720213,fg
1632,10.993443511095684,41.34395091172964,mem
370,11.119576997421783,53.462928678147144,mem
1979,13.565232212405661,67.1218251796887,mem
924,14.682934380305849,49.58132426071392,mem
162,14.807022265790756,46.37483155863836,mem
638,15.411472707260629,40.15560456953824,mem
1665,15.558654510748074,58.75942101327669,mem
2429,16.861501678345892,55.20689986208601,mem
2440,17.383636226091465,45.670666443910534,mem
605,18.225277787045513,62.296675052840826,mem
862,18.807645826997664,46.048356129533005,mem
2196,19.219224630757523,49.85504109003175,mem
4787,19.496680569454295,92.84717249471413,fg
629,19.95984456063332,55.87958950400782,mem
3598,21.03030391109905,65.07470452817013,fg
4315,21.838731780902847,8.953792384763915,fg
1312,21.853827984161352,36.04707566393125,mem
4216,22.07304732825891,93.63849854980214,fg
538,22.626805952375737,53.2680468451704,mem
1728,22.676996433740182,27.49043649168869,mem
4427,23.27673115663548,17.040654226685888,fg
461,23.35151461508457,49.228581282512884,mem
1757,23.353003572719718,59.85509557397349,mem
1290,23.470765597266983,47.634740916748505,mem
380,23.74806131397032,56.706443904144535,mem
2913,23.768944817925572,99.1211757239101,fg
2183,24.73705200260941,59.136611829230965,mem
3351,25.055555558040627,58.41734714082872,fg
1988,25.22143569643709,49.98783988548312,mem
2274,25.44543106376717,48.22031358685047,mem
1766,25.875894740317932,47.79948384573522,mem
4247,25.88029813075679,25.901857812979273,fg
959,26.25888586042115,40.491925340368454,mem
1472,26.310046397092446,47.08760933075858,mem
998,26.436070004678275,48.26273225893794,mem
544,26.488107180643606,57.38007609245966,mem
760,26.67082618785023,54.7080294702381,mem
2203,28.239126937969214,58.89041605796781,mem
534,28.2886733336836,61.8304080514425,mem
2318,28.731672514097127,56.04269919708489,mem
1382,29.161250482577664,67.54788889993529,mem
3546,30.2176222951219,75.45208477817384,fg
1925,30.347507098308444,23.055641403596226,mem
1998,30.697553136255582,45.380539733052174,mem
268,30.733105368101164,56.25688334178692,mem
3363,30.975841514215013,48.82049962619158,fg
3367,31.8370630118122,37.893689449704624,fg
2272,32.55655238171803,70.97724320206699,mem
175,32.62529040254587,45.233067367542716,mem
873,32.83760330619726,55.329401675159005,mem
2133,32.98113276686964,63.20721628578088,mem
1680,33.28265639822786,37.140140675255815,mem
1009,33.70979787068363,35.021093231750704,mem
474,34.178270574357384,73.70769244358374,mem
2478,34.466845118708264,54.17100679985083,mem
1755,34.518038744722425,59.6630171800345,mem
2351,34.82579091377265,32.32198261635657,mem
59,35.12870791070696,60.11898332909261,mem
95,35.680046162477275,35.34902474859354,mem
2839,35.86449235232418,60.30873323229318,fg
115,36.036991685229076,52.19799299260453,mem
4536,36.15173090592407,62.19665853741653,fg
2431,36.175958300076594,50.57903381659753,mem
331,36.31588312339401,58.169279915150966,mem
2462,36.39127931893085,49.64604251645688,mem
394,36.39887526076292,57.681693464982516,mem
623,36.443249581208896,49.43724892143618,mem
2958,36.627528899162606,2.011550539118673,fg
664,36.79250605925047,37.047755037937954,mem
2449,36.89133303284747,64.6693389233626,mem
1626,37.38591089808528,45.681288837640494,mem
2161,37.57809938238968,62.32285373278043,mem
1429,37.596518465871355,49.837635552151106,mem
1035,37.67313006938961,34.07321303613505,mem
911,38.0494904049509,49.120882155997286,mem
77,38.13126096650732,48.01103275013307,mem
4681,38.75999572663796,28.183947222109342,fg
2054,38.84447899479985,41.165480120331615,mem
1091,38.91407304291771,38.121234689126474,mem
2608,39.02714373942703,78.39566415546622,fg
2210,39.124772822919326,40.75484554332292,mem
2536,39.15460475858667,79.70851947383153,fg
1242,39.70272216908896,59.558348391198386,mem
895,39.92876864255717,65.46386734378832,mem
276,40.03721490658857,63.54842553050128,mem
3768,40.09311857165387,67.81504014919271,fg
2993,40.39107941705354,65.84079151309356,fg
1193,40.39161151538705,51.44619742931864,mem
654,40.88233964628589,75.43541098100576,mem
2270,40.89037572526258,59.58081320613704,mem
1140,41.3852605757491,62.075030044503315,mem
2476,41.436079822408935,32.809642260181434,mem
546,41.85371206571384,43.830736359926355,mem
2433,41.858498594132975,57.67201442830918,mem
727,41.91293623704639,38.65562948754005,mem
599,42.10954957990619,21.283485832268,mem
2238,42.37696654732545,62.53036634142408,mem
1693,42.91512308121885,65.57626819680289,mem
1993,43.2292215589858,59.44474810648889,mem
1112,43.51756947399875,57.76401116117113,mem
839,44.06638581794324,52.232122596938076,mem
2675,44.17708441559483,71.44161937924639,fg
1291,44.22104811351048,50.88323288389205,mem
521,44.58274522685178,23.85770579684594,mem
2034,44.70837355301786,32.297405628965194,mem
