a,b,v_mem,logpdf
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.0,10.0,50.0,-472174.0485474279
10.043991308581658,9.841873119771751,50.16707574789287,-472175.61216189864
10.043991308581658,9.841873119771751,50.16707574789287,-472175.61216189864
10.043991308581658,9.841873119771751,50.16707574789287,-472175.61216189864
10.043991308581658,9.841873119771751,50.16707574789287,-472175.61216189864
10.043991308581658,9.841873119771751,50.16707574789287,-472175.61216189864
10.011886632651551,9.927222235069083,49.921441444218054,-472174.62129343033
10.011886632651551,9.927222235069083,49.921441444218054,-472174.62129343033
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.011272545226824,9.969554458110418,49.921265174567104,-472174.72286391165
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.166893169372317,9.586783129825305,49.98475430556605,-472175.9633405169
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.202001770311618,9.669588172282394,50.012494969580004,-472174.89167998807
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
10.08426531197811,9.81673273808937,49.935140109796016,-472174.4936485982
