,Unnamed: 0,R,v,kind
0,41286,71.80563413559095,79.36687485456746,mem
1,41287,164.54931467279727,50.2532339885676,mem
2,41288,35.82316313462586,38.60670480494058,mem
3,41289,133.9748058112351,76.2638302541933,mem
4,41290,125.03298750365484,75.80248493238392,mem
5,41292,190.8181372263035,36.09807559134182,mem
6,41296,56.08111275623918,50.788657394489185,mem
7,41297,65.13804178891729,23.28889169763731,mem
8,41298,83.63271710052975,64.69292050784979,mem
9,41299,67.96620437199698,50.531408321218954,mem
10,41300,42.80419306451324,69.21284824107788,mem
11,41301,144.5869609897393,27.548352832763804,mem
12,41302,120.42043685407154,43.289852510529315,mem
13,41303,20.733158320576717,66.11304522343903,mem
14,41304,79.77999856396737,44.14816345836299,mem
15,41305,66.09559712182877,32.59764063923822,mem
16,41306,44.082298330878345,51.837381653802034,mem
17,41307,117.03333703482666,9.23531932914175,mem
18,41308,45.87531567759267,41.733117806813205,mem
19,41309,57.06032761611978,36.9805032102408,mem
20,41310,95.51096986539775,70.94147432094856,mem
21,41312,42.098582525183176,72.34584631940294,mem
22,41313,192.97042738220043,82.46182418203456,mem
23,41314,26.408357700095824,58.3671693135065,mem
24,41315,80.77282534704247,55.17259030374444,mem
25,41316,45.70008877103082,46.842680924058406,mem
26,41317,173.6161820634282,38.92229927803882,mem
27,41318,160.4705833411209,23.99955429749829,mem
28,41320,129.46416623425728,92.95452536841765,mem
29,41321,23.60950891296101,42.62551480677086,mem
30,41323,42.476830841615474,56.18598724544242,mem
31,41324,13.970085652812802,39.985147540849326,mem
32,41325,102.61560711748848,57.100923961227714,mem
33,41326,99.02845211419674,49.371508276926356,mem
34,41327,68.0867235097456,48.60186321442808,mem
35,41328,177.6493096257455,42.198233880396096,mem
36,41329,55.95508973123625,85.58666392393663,mem
37,41330,162.11609058262997,11.156659372434184,mem
38,41332,139.49353317312904,57.633805119497566,mem
39,41333,152.402497187237,38.89531168898554,mem
40,41336,86.72068861101143,49.656294452739886,mem
41,41339,79.70126878976286,37.5747217734852,mem
42,41340,68.86567076599546,50.30950958449346,mem
43,41341,49.739833890512095,67.72828788266871,mem
44,41343,130.86544889340794,45.83755203214425,mem
45,41344,13.413962493314841,39.53819593978121,mem
46,41345,35.375369149706906,46.924551906763114,mem
47,41346,110.00095627626186,28.74582852163597,mem
48,41350,45.914105446471126,63.613577138019764,mem
49,41351,92.04227778013826,21.363763931183964,mem
50,41352,58.54519320052823,54.03084800934275,mem
51,41353,63.339891388812106,62.496506641088374,mem
52,41354,34.024680558831236,39.981293000400576,mem
53,41355,150.01296539483783,80.58188005658984,mem
54,41356,137.24168452113489,63.22933882722696,mem
55,41357,81.31037735975552,31.45976777432487,mem
56,41358,88.94501693390293,56.25178930909418,mem
57,41359,181.416189090109,48.43318881013196,mem
58,41360,66.51631542026296,61.46184795832959,mem
59,41361,21.985969097156925,25.373271118690358,mem
60,41362,130.8195552303306,66.61021345390489,mem
61,41363,145.0045006312421,94.22353838890591,mem
62,41364,131.86079843195222,48.3633832604134,mem
63,41365,55.04264287158246,64.92813801436198,mem
64,41366,65.34356860320479,48.516927874960096,mem
65,41367,182.09263972893623,16.57389445296676,mem
66,41368,176.77607066019695,41.89100247757783,mem
67,41369,46.747630675348816,32.0312649341416,mem
68,41370,74.74779922932338,46.32495410536106,mem
69,41372,61.411172549528544,34.02833767056054,mem
70,41373,39.43986611978475,40.28170267356839,mem
71,41374,70.45597966333708,44.11917873925351,mem
72,41375,110.55309189263413,30.05624672180029,mem
73,41376,66.06734219937191,66.83566033627346,mem
74,41377,83.16149260469372,19.75976091184351,mem
75,41379,106.97487650583037,41.86751687320075,mem
76,41381,114.16687159749956,52.87825597782139,mem
77,41382,107.83774026798216,63.331025986111534,mem
78,41384,102.78721983442006,76.36515016173037,mem
79,41385,181.40602747449623,37.782822348543796,mem
80,41387,62.88577899899766,58.08018492037402,mem
81,41388,82.45911522277474,68.90995889112092,mem
82,41389,102.79368217728322,42.983008016596735,mem
83,41390,63.16753219632239,19.45319437672364,mem
84,41391,14.853819186779369,69.58506314264201,mem
85,41393,125.44579384163376,68.00016209424507,mem
86,41394,88.98105359092722,58.712949374264205,mem
87,41395,94.29711264964376,30.24696400824153,mem
88,41396,70.26347210948619,64.55611372542853,mem
89,41397,117.29588483428567,33.441190103739736,mem
90,41398,35.929896892411115,54.52183289385682,mem
91,41399,122.67284807036941,42.18482538503143,mem
92,41400,28.913871033727283,27.810736143513807,mem
93,41404,112.20045104099516,36.95808453846093,mem
94,41405,71.50226465345283,49.80677170817733,mem
95,41407,64.55048354992797,71.84344375378956,mem
96,41408,130.1311180070127,52.08986387060811,mem
97,41409,97.54879295300451,24.549793732920236,mem
98,41410,52.171327078010215,86.07409590987034,mem
99,41411,182.43258249674042,59.58154194816758,mem
100,41412,36.02484861564168,48.9200826213894,mem
101,41413,190.4113858370969,67.88629881387519,mem
102,41415,65.01426326705284,74.92377992810131,mem
103,41416,109.9862933588028,38.685085322854064,mem
104,41418,73.68520851584357,44.36154116622637,mem
105,41419,53.8818582691374,44.90380415862771,mem
106,41420,89.35806773324434,72.06697496315525,mem
107,41421,106.35871000931594,34.01328856595209,mem
108,41422,38.206919654239066,58.64523589049917,mem
109,41423,66.43913564747244,42.17657242054978,mem
110,41425,143.1117062233382,59.03687608544761,mem
111,41426,143.33062183757013,70.79406116545408,mem
112,41427,148.80401936628374,47.83180250882068,mem
113,41428,169.70965820717183,37.222747474193525,mem
114,41429,84.22429729091354,42.917912975320675,mem
115,41430,176.84067834451156,38.99461337318111,mem
116,41431,76.6980072972122,48.438688085118635,mem
117,41432,99.06435868839922,59.63939636196315,mem
118,41433,52.686303618810776,42.3892444371036,mem
119,41435,38.4249706862085,76.8559592507861,mem
120,41436,126.10297259746832,55.42079491649535,mem
121,41437,35.77735239154319,48.191012829355934,mem
122,41438,141.58391586643634,57.44662765434286,mem
123,41439,28.55397926375685,38.31032806419189,mem
124,41440,92.02128069782916,24.16603734366442,mem
125,41441,84.14486008518855,72.87064844457905,mem
126,41442,76.4369100374964,51.63807558346752,mem
127,41443,80.12460233740075,71.08343065749807,mem
128,41444,158.79257109098953,53.52497426016206,mem
129,41445,83.66882639184384,81.33491500604133,mem
130,41446,49.23388219144742,53.63745751708607,mem
131,41447,118.4372494009984,76.48859609344768,mem
132,41448,77.67080944484199,37.60906972574009,mem
133,41449,126.42913705386864,70.20771639190772,mem
134,41450,121.3352531816398,42.63324996031131,mem
135,41451,170.7621350193516,51.317729513794355,mem
136,41452,45.74835791610285,59.16132469079195,mem
137,41453,78.7289405253851,41.397678554712755,mem
138,41454,76.39215782877501,14.808579371398597,mem
139,41455,18.67268369183693,29.472684579105216,mem
140,41456,41.77036201877089,55.766507737896774,mem
141,41457,125.67659961711351,50.802411326917245,mem
142,41458,94.1474177161806,73.22938870703732,mem
143,41460,33.42392152752322,47.50184142462329,mem
144,41461,34.62546265919242,58.523022290141704,mem
145,41463,158.63856813068998,41.820634774994886,mem
146,41466,157.42017649461337,38.142069697852996,mem
147,41467,16.30893419225448,39.656196591363965,mem
148,41468,47.54977245234539,46.634068555559644,mem
149,41469,185.48475659718702,30.40425942009308,mem
150,41471,61.27789425973162,73.51424798196592,mem
151,41472,72.61493686789417,58.48442445810584,mem
152,41473,144.09395738078948,42.823560608756814,mem
153,41474,42.331437422757546,84.29947215329548,mem
154,41475,68.51199982605898,58.155729658489726,mem
155,41477,88.65209596670694,53.52350683999729,mem
156,41478,43.39515934972313,75.12387701663529,mem
157,41479,91.78180193022553,36.24990026658325,mem
158,41481,58.759743161977404,40.63424958173504,mem
159,41482,43.77682892276536,45.390447476434574,mem
160,41483,170.8762888252571,56.051613781872426,mem
161,41484,26.989493586376533,50.58200560513553,mem
162,41485,141.16420905924747,61.56956131823984,mem
163,41487,111.26248411127109,24.268228193098693,mem
164,41488,131.6377652627128,31.731789404933792,mem
165,41489,59.321889473010756,52.61269928029816,mem
166,41490,49.03815411360841,54.181162232488454,mem
167,41491,47.514495608324964,61.08872894547922,mem
168,41492,52.244966158152685,62.3932465314937,mem
169,41493,137.08107225258732,76.31324438961889,mem
170,41494,109.8764750096012,70.63533865048491,mem
171,41495,159.13699249411243,65.22630387297387,mem
172,41496,7.566448880864932,38.23870290816188,mem
173,41497,99.63389486521929,51.722824469430435,mem
174,41499,61.24812821529764,27.48011076106516,mem
175,41500,82.83516686923367,65.45553869958422,mem
176,41501,138.44587106336766,48.105219677214244,mem
177,41503,70.05007084835779,64.70603123288049,mem
178,41504,71.76074981770904,74.12744468397119,mem
179,41505,51.48673032884143,79.24835944646294,mem
180,41506,64.34275276904651,51.819190054933,mem
181,41507,34.11510797753623,75.24487292579244,mem
182,41509,134.9486084200723,35.291029355966565,mem
183,41511,64.96907358876639,64.82047425024517,mem
184,41512,117.2961619166412,55.81528772994825,mem
185,41513,123.40279947015827,3.894278910700826,mem
186,41514,53.38512644627714,25.846479324399546,mem
187,41515,151.5252267395475,87.99331374710883,mem
188,41516,125.17599757443527,27.751152610494607,mem
189,41518,49.2044232534025,64.65957552242867,mem
190,41519,73.41861612377146,64.78474109587104,mem
191,41520,89.4286934524913,21.238283203029827,mem
192,41522,155.81175707943495,77.74108139795972,mem
193,41523,72.15696363426369,63.85981821139263,mem
194,41524,190.3116776752496,96.90585225567057,mem
195,41526,30.48513212939933,46.93727692987721,mem
196,41527,56.0153648297079,41.40371123166163,mem
197,41529,162.5440495942387,42.57078096828857,mem
198,41530,81.34933560041212,74.57913389795732,mem
199,41531,42.42429966321119,48.368012509814996,mem
200,41532,82.12092423268662,40.41453959211893,mem
201,41533,120.63204795916593,40.8199084861966,mem
202,41534,78.38717937665847,38.79513411172576,mem
203,41535,104.39574968364515,52.35437924932931,mem
204,41536,95.38342108968115,22.558268435688056,mem
205,41537,35.603228819259684,47.00011789017623,mem
206,41538,49.57875962974485,33.79525623943245,mem
207,41539,86.11484028441582,73.45563955188743,mem
208,41541,42.912696642805976,56.7891498524826,mem
209,41542,51.739720712813856,49.42987462424015,mem
210,41543,48.88929455156111,34.21098432341465,mem
211,41544,27.07773163927741,71.22565371293123,mem
212,41545,66.92146153766178,79.54161709022671,mem
213,41546,55.72582156353106,35.723516248979614,mem
214,41547,57.623838418470676,45.26982117941596,mem
215,41548,158.01356287454422,68.11391074386286,mem
216,41549,92.31533344570694,59.050173994102074,mem
217,41550,121.16262094417286,24.158678039079614,mem
218,41553,64.66117912215023,43.54546783823163,mem
219,41554,56.474118138897154,77.35197838821662,mem
220,41555,199.5371801383131,20.815574430767892,mem
221,41556,141.38485418642745,40.845962547618434,mem
222,41557,92.69395455615991,49.63891867122989,mem
223,41558,76.31129249095683,34.63451078235245,mem
224,41559,66.91060200192526,51.87337883515366,mem
225,41560,101.15089843225486,15.221117263973653,mem
226,41561,90.90513780865228,51.379065197751856,mem
227,41562,120.36788862411323,92.37396960190115,mem
228,41563,31.721241465661635,44.65306077453671,mem
229,41564,165.09445803101806,41.76407939358554,mem
230,41565,67.46777380501226,70.61990828818531,mem
231,41566,54.99540065512418,45.76060679163486,mem
232,41567,30.941404656478404,61.307768398498325,mem
233,41568,112.39750240052616,24.407188440674645,mem
234,41569,129.10006849903434,42.512677683547956,mem
235,41570,116.9133170327645,97.90871840509405,mem
236,41571,115.60349281458414,76.23146895833027,mem
237,41572,125.74400717426336,23.19556688524843,mem
238,41574,3.1409011849200748,59.46140667208394,mem
239,41575,53.431285246034825,21.267075878169923,mem
240,41576,187.70901841996,66.41477325097924,mem
241,41577,87.6129614871438,65.14698682713147,mem
242,41579,28.518052740410603,61.46361804199661,mem
243,41580,64.12851984884979,86.60387596419693,mem
244,41581,55.4064029725323,27.01843337095589,mem
245,41584,48.41744923534447,64.17735043543559,mem
246,41585,136.4124937262313,48.64577234738029,mem
247,41586,42.673302820480586,18.130695503196844,mem
248,41587,158.71869719309296,44.497132869637355,mem
249,41588,55.18790006657934,68.64919149937768,mem
250,41589,87.02412093557722,27.517545078248016,mem
251,41590,51.094399094437634,10.846691216823046,mem
252,41591,126.07065109176922,37.5266881518432,mem
253,41592,21.37335880639649,37.2848393780225,mem
254,41593,70.36118252480553,39.6583640942962,mem
255,41595,99.0980342941243,85.24382491562768,mem
256,41596,159.3187001249566,44.25322438743081,mem
257,41599,51.054681072674704,67.5748230780477,mem
258,41601,167.79959816674162,21.25083970176805,mem
259,41602,81.60363164127564,65.74197588009672,mem
260,41603,51.67301021886907,24.454360157069534,mem
261,41604,185.8421203021676,20.973265743677782,mem
262,41605,54.642663460400016,28.86169000433031,mem
263,41606,150.2040569097307,35.53641285189017,mem
264,41607,99.82155785884524,38.36277690796953,mem
265,41608,109.17487159258974,82.64406130115913,mem
266,41609,131.9587902498063,49.76229347498202,mem
267,41611,59.79279702499807,70.35053616091196,mem
268,41612,28.795127367792073,61.87069983973231,mem
269,41613,156.46213962732662,9.441305502394863,mem
270,41614,113.91959641582531,48.23758490714889,mem
271,41615,120.40993200787105,69.62524827316635,mem
272,41616,23.22606215677182,54.52371877361701,mem
273,41619,70.80036727392135,45.29254226953096,mem
274,41620,170.98907484132673,52.95265795830164,mem
275,41621,173.3850306369804,71.32240521971876,mem
276,41622,90.5294398979917,33.79042681338488,mem
277,41623,41.552274501003104,41.83210376049625,mem
278,41624,115.23771330757806,44.768818525450506,mem
279,41626,194.88645923108226,84.02993279545807,mem
280,41627,23.948398000656553,84.5205279739232,mem
281,41629,139.8744436494068,28.74777310184984,mem
282,41630,104.00091735683071,25.891363955412732,mem
283,41632,126.41379416866644,18.1721762534434,mem
284,41633,64.82537090777997,42.489208384469464,mem
285,41634,119.72392116190508,58.04414194932449,mem
286,41636,17.971567358869585,72.19582153694887,mem
287,41637,24.455211963134946,64.62892113703768,mem
288,41638,57.23779584838093,67.22524795567823,mem
289,41639,18.809054198290674,40.5457896005505,mem
290,41641,41.116971009584276,36.675778671770814,mem
291,41642,52.0572489248929,55.586457650006636,mem
292,41643,70.14205585710735,62.63075280299168,mem
293,41645,82.29850758160327,51.199678536040715,mem
294,41646,103.95465919560567,35.83616094131301,mem
295,41648,128.4077989177224,40.26753249436237,mem
296,41649,44.73164860404929,38.22492102199002,mem
297,41650,51.432908880342104,55.6412676478873,mem
298,41652,48.69849109033266,46.22179229520978,mem
299,41653,78.59445391482956,30.508765396951137,mem
300,41654,91.57963557891098,28.086830762387514,mem
301,41655,33.92687661192195,52.551163361577785,mem
302,41656,112.80931706806936,58.707762295246184,mem
303,41658,81.28461179727536,32.46518075078846,mem
304,41661,165.26738039776336,51.24080950770204,mem
305,41664,55.59166767235363,33.95258230539413,mem
306,41665,97.39593173698928,62.63327536515706,mem
307,41666,175.8267441686653,13.023856759525593,mem
308,41667,91.53554694860307,44.84275433600623,mem
309,41668,65.3042724240565,34.506018156798575,mem
310,41669,66.8987651150902,58.88625723098087,mem
311,41671,71.83155990328844,66.93347898121218,mem
312,41672,71.36545821412355,60.114329158832405,mem
313,41673,87.56417262646788,55.83329416974167,mem
314,41674,69.42089713566689,34.75437641189322,mem
315,41675,18.15474849369479,64.34992848337532,mem
316,41676,149.56776203364066,35.72774522822261,mem
317,41677,121.07476035057468,35.46599808222331,mem
318,41679,119.77832162549431,37.92068465537782,mem
319,41680,64.46362411183446,78.09304623964667,mem
320,41681,187.83000947763702,58.902946539623066,mem
321,41683,197.49445094228813,11.237571685771584,mem
322,41684,85.3583919582297,34.66042223656865,mem
323,41685,17.53233171087672,46.55925150046726,mem
324,41686,47.09482942405421,59.201056509994466,mem
325,41687,62.56852226270035,62.44311723548822,mem
326,41691,143.15485678607462,95.47798303495395,mem
327,41692,38.26171097536271,50.753461573917576,mem
328,41693,189.75967158685083,97.87641502429315,mem
329,41694,110.9544834404714,69.31150397330711,mem
330,41695,20.212743367620853,50.430869930568164,mem
331,41696,71.23217311197163,60.969705642628405,mem
332,41697,43.38785347854315,53.08442386447466,mem
333,41698,68.24917423788395,45.295581209601785,mem
334,41699,41.5855800766087,52.31846348004132,mem
335,41700,120.80567436542479,33.407104685187285,mem
336,41701,85.27729686313148,38.04317223041855,mem
337,41702,90.10828060832668,54.864512852529536,mem
338,41703,32.03451409493809,32.2932809716107,mem
339,41704,123.09526572496631,24.94853265755571,mem
340,41705,87.28753398785452,64.37533458049221,mem
341,41706,120.67544136893551,58.79080525048485,mem
342,41707,52.31419219654869,45.15255360784431,mem
343,41709,110.38686245806572,70.25633523554465,mem
344,41710,74.73186147353583,55.99371788575213,mem
345,41711,64.63867509052069,44.667132717990334,mem
346,41712,84.62132059997829,33.496945843747056,mem
347,41713,89.54293715751228,32.811155822027864,mem
348,41715,96.80895798836136,55.30221580869088,mem
349,41716,81.58010791754286,35.22695930677153,mem
350,41718,19.4914617254302,48.27161747050899,mem
351,41719,53.185964383886855,66.6191047575569,mem
352,41720,83.76457419234706,40.274324678435036,mem
353,41721,13.931000234048565,41.306005865451866,mem
354,41722,116.44250673962158,81.26649641871275,mem
355,41723,91.6929667166086,69.39151785827353,mem
356,41725,47.5436158950344,58.33087851129735,mem
357,41726,143.01850748813342,43.40503493860654,mem
358,41727,106.6090974006763,36.673951474928174,mem
359,41729,106.2652357526988,60.98064271126201,mem
360,41731,121.24837383725138,64.14527828640978,mem
361,41733,153.50135610511205,17.30252285948054,mem
362,41734,13.662781691929586,50.378880603412775,mem
363,41736,132.47263742613578,42.062471199522705,mem
364,41737,18.4072076390332,55.0753299028137,mem
365,41738,22.359353991952485,53.55939024731091,mem
366,41739,139.67909628461024,99.2799789389298,mem
