,Unnamed: 0,R,v
632091,632091,152.51511321461228,18.019923436099493
753767,753767,74.1567455458227,58.86778917767067
590498,590498,13.89441583410367,54.67315289935689
183226,183226,161.62896004991316,20.84027986191891
879060,879060,26.91863757939994,52.23693794126626
854628,854628,112.38812179485436,48.72762662935614
270970,270970,50.89599083355002,62.97351249129965
430790,430790,50.76656583606188,44.859612171574405
544683,544683,109.57188123489344,73.28198078985199
156025,156025,55.85417827192289,45.317969349253254
6544,6544,136.78225809193071,70.94519430948384
238163,238163,73.29789626786852,42.96149170311141
531905,531905,10.801817736554208,61.4789223318293
474871,474871,57.60200323688306,13.167355824507206
265535,265535,76.51277012668122,23.341757096983226
117576,117576,123.56974745008394,22.674700366899447
834849,834849,143.80044321124294,52.45982282234947
32448,32448,173.85735962339882,32.85356758332695
608774,608774,42.66906299030778,73.99099306178223
968973,968973,66.9246520520891,39.43124465864147
279356,279356,17.611334980725665,36.426092017902015
128324,128324,126.90856509260195,48.69784540999216
262518,262518,75.41598108132315,60.49033059107137
935391,935391,98.1093620541548,64.89027036148507
425059,425059,72.28385967254869,40.34966583081493
33013,33013,50.96496375787428,65.47242370333397
948145,948145,153.73883182487228,33.77177389910261
948523,948523,22.017330200410296,60.60399432689634
524540,524540,48.41266554002138,69.89918193530046
1971,1971,57.2094810405818,37.5182504049761
993744,993744,34.508540756784896,53.6636694764175
252968,252968,156.66178047594724,42.857700024787995
414857,414857,75.69233489115503,81.25912379424612
304323,304323,105.26943017938213,63.68728962148761
756169,756169,50.651225918996445,53.457886833243094
209444,209444,49.886754935516265,70.95097274837795
617409,617409,58.18085244979744,40.480010463515406
426142,426142,188.17480990714282,19.22768019935364
37391,37391,77.3598487193716,57.11349365791305
609900,609900,15.085878035689891,39.2478527176541
780138,780138,125.40176360877176,28.52368737129843
357532,357532,185.50776611337085,58.34339036673293
945526,945526,69.78562002156418,75.68122554417964
289674,289674,128.73912728050405,53.19123404203979
51223,51223,172.90314620690654,80.72073993233212
963071,963071,66.07942700624001,72.96230582322119
401826,401826,74.16020102670595,28.436609639581434
540173,540173,88.19639340866016,34.620601682358014
726510,726510,130.37672460680272,20.832673521816822
241136,241136,20.59433034573229,52.239384446052505
339029,339029,93.03283328256187,86.22826842161749
501819,501819,84.64413086277078,63.45293305387149
414779,414779,59.46954468478153,46.86941445197645
580290,580290,88.83235811600026,35.907011857684736
723088,723088,27.96646319225501,46.43002789204009
510287,510287,46.81070475753724,69.60972357650371
743894,743894,145.05061590549954,64.81808655173985
358952,358952,108.96510692350512,39.376375693557506
794538,794538,161.48606662118289,50.67704473246865
560783,560783,78.15376974352216,58.64089731920382
328538,328538,127.8114231598978,32.18123120436434
655059,655059,78.45638575403805,45.074646755203936
950200,950200,81.56450970213167,51.27716706799312
722567,722567,115.07301547353413,51.073912892871256
226548,226548,136.59927525280173,35.149273701567246
195592,195592,123.08625735056587,82.99599008614351
690050,690050,60.78566159142825,29.573814046106186
374327,374327,45.01820466762754,42.09091204678928
64873,64873,29.98773566365076,44.531226410946864
4327,4327,120.1781989648813,33.739380037211646
98560,98560,164.95126811787756,91.66581464983256
907076,907076,184.62101224073112,44.47198178874635
960039,960039,72.8364716026561,31.36241663818531
865430,865430,158.06959857332578,23.04259492123321
728657,728657,172.03186942307838,58.21919392625705
299604,299604,176.70816731458768,29.647820825461093
187249,187249,119.41280793433116,46.6788131009696
633389,633389,124.43113107327034,97.97810926451841
577055,577055,71.68602831028436,41.60384527812108
466048,466048,34.63958091765403,45.800551976690386
503199,503199,52.110425481961634,58.569752636934034
988681,988681,149.81297392077374,39.932461165723055
12332,12332,80.26707578413048,32.841645002791665
971776,971776,143.95087183969008,79.74150003018173
321804,321804,90.59581806142641,49.785732155241966
465368,465368,164.87445391980611,45.126653528615506
836810,836810,81.57822338707254,24.74279646455576
498695,498695,178.330835620055,36.833859278662345
566226,566226,122.82331047014911,52.597372111952296
320260,320260,89.63050092366267,59.46855239185925
736913,736913,59.71269209077487,29.053002904379934
266287,266287,83.697438793622,36.42830911971973
210640,210640,100.48864922958714,32.621947320220784
430427,430427,46.84361178310152,46.262776947107504
296406,296406,71.2047683124181,56.8135750615105
863942,863942,155.58430438318769,39.99953160797622
45540,45540,42.79651668414653,89.45200584712248
264867,264867,74.40272963184604,75.61446435573463
353791,353791,159.07942780584463,37.104728684430654
285492,285492,126.30551223640396,32.961561650822965
565338,565338,74.17482054158249,59.464303814607185
108035,108035,174.17738589940802,69.49621352701868
387885,387885,147.26860994563953,18.62622342234423
558402,558402,106.41011473943743,80.06598784366265
955739,955739,70.95433641503226,22.77851692344423
259659,259659,5.611247705865426,66.99438155952788
64757,64757,82.78747011265669,83.94392179377465
443514,443514,25.484766741330066,54.13785200587589
758878,758878,34.18654483356976,22.002322677065933
874215,874215,64.71355105047418,69.21283879212343
293760,293760,158.7040314665576,39.192820700068495
102575,102575,12.565146228644965,63.759307681111295
550889,550889,66.79071011281276,50.15892616404107
103380,103380,79.08478361192172,29.671659771656532
956179,956179,39.49373040973047,41.89209129084798
132356,132356,18.38484774830261,70.01361353665061
723503,723503,45.87771038347385,48.4342146693044
188210,188210,114.58786750020184,46.82420032563732
42194,42194,108.90003259605993,35.13166961506337
511529,511529,52.2982521946545,26.39754147041943
324753,324753,25.74054975261025,48.47031234079219
620854,620854,128.1570543785569,23.30053014148995
897471,897471,108.64943309096243,43.88970709942953
66481,66481,9.6196669185672,54.18455640770356
836541,836541,103.04137372159212,30.66586873750688
979771,979771,39.46947348245376,46.20289745037936
523530,523530,128.99780294698402,11.943512436660399
809650,809650,168.5401536083159,32.577415302889015
978825,978825,81.88774722227505,51.79782178323978
174932,174932,22.773578805249592,50.44403051963896
248922,248922,79.18760597250873,68.71086904475624
625161,625161,158.1497688775544,34.995974274323736
316839,316839,129.6411364053173,38.50460037499774
957131,957131,111.09113102890451,43.845663083444244
93073,93073,164.16542663705215,59.41224169200788
95599,95599,92.43034915866082,67.40166222619605
282,282,52.94236542486836,57.74785839732905
201552,201552,172.44309494419682,67.1799835865199
618089,618089,133.22164134407024,49.75454903377785
926949,926949,83.48907215808707,64.56159976627923
436677,436677,83.41341975094707,51.252296875369815
891189,891189,37.683117601957925,52.840943855872965
38706,38706,4.1374773474978195,51.97067288218781
277281,277281,121.00685880558407,66.51215848329605
314704,314704,115.42960718656876,96.13929424136863
295645,295645,107.74127428147776,47.028631683868134
605503,605503,27.180087623522798,24.305262341034037
799694,799694,68.19391219793219,47.21202819099927
90469,90469,62.689159894499575,40.940229229826436
663496,663496,41.0805756551856,37.14203191189779
583762,583762,83.34209283928075,62.716241847886884
831114,831114,6.666965600821567,46.48436469565846
889193,889193,61.68589979636889,50.906494645380036
845915,845915,192.2640489647527,66.26494135360825
932101,932101,142.492533177652,1.3649223052726285
71750,71750,85.42438461311188,75.74897306287616
314879,314879,25.654368149400092,49.78830536848095
974655,974655,19.09332596310052,23.443903757302216
673615,673615,90.38199857611549,37.21791678483512
719943,719943,74.00191443089665,57.243231894474185
487290,487290,116.91685115155346,71.63154262776888
633539,633539,80.87078950781884,61.45130390625802
392126,392126,41.682993120202816,54.63994930485014
558210,558210,81.72052207011579,48.128278898285025
109980,109980,113.6579674462903,38.674013680596616
463012,463012,40.248053615303476,32.070931117597624
218841,218841,55.43177284675775,54.286237267700756
241157,241157,137.26502598706122,68.43684780734664
299570,299570,179.22668468938022,48.67030918164353
533016,533016,92.7908604808452,47.61664112325158
997087,997087,26.442125838405534,36.74814266352396
772899,772899,172.97572219747607,63.8739690798484
