,R,v,kind
2239,2.6955914082838546,60.203352814005186,mem
757,9.016330983690203,39.581989425291006,mem
117,10.023108285225494,44.20906002630157,mem
1579,10.620194680640699,50.51679262107884,mem
2363,12.068916422150098,67.92164410631354,mem
2457,12.19587168085729,58.862722366323204,mem
2418,13.081939537141805,29.616949808322893,mem
401,13.188403834201285,60.44742581838279,mem
1979,13.565232212405661,67.1218251796887,mem
470,13.804110454775126,32.983447256356605,mem
162,14.807022265790756,46.37483155863836,mem
1737,15.109520909585244,44.8500275708162,mem
638,15.411472707260629,40.15560456953824,mem
797,18.14019394886497,45.519522645250476,mem
605,18.225277787045513,62.296675052840826,mem
1571,18.48902094454368,60.83857849921315,mem
3439,18.746953355293353,53.375436127982034,fg
555,19.339657153656407,35.45079760214409,mem
1404,19.8716117522316,36.95051693692105,mem
350,20.15944748444189,56.76321425669045,mem
478,21.71903982200224,44.08259361243228,mem
1160,22.02921898744225,51.72291367902446,mem
1357,22.13343755219572,59.987022312997425,mem
1848,22.22157488248752,57.96610802502281,mem
644,22.515854616913057,57.662964547466096,mem
1867,23.002106028051987,24.504943580927684,mem
1757,23.353003572719718,59.85509557397349,mem
993,23.56812007429405,55.8466539258375,mem
1864,24.52077924600427,65.91292878472423,mem
1490,24.76624190155673,67.14584823603364,mem
1785,24.832799397169172,28.753935905279523,mem
948,25.15049747319862,46.7715295785777,mem
198,25.900490765081162,57.07215383519929,mem
148,25.95696153454833,37.41867293029631,mem
2089,26.150023302290712,55.5627836847044,mem
1101,26.43947757901316,59.998632117921,mem
3034,26.520959918579067,83.37056071486377,fg
760,26.67082618785023,54.7080294702381,mem
1555,26.803918607789782,54.31797689956476,mem
1260,27.08523488955522,59.97536597239501,mem
142,27.65431542722275,51.61235919891391,mem
2447,27.776785326011748,57.49674221434854,mem
1885,27.94963216742621,50.52794295350906,mem
822,27.98272908026775,41.40647727823498,mem
1041,28.0526369792038,46.0339655182386,mem
1797,28.11652591004607,69.13309775792203,mem
333,28.58594795857393,54.19980849802562,mem
292,28.6440149266056,29.79069182081049,mem
1581,29.20093370798907,76.85039824268209,mem
551,29.6454132543676,46.91158186506018,mem
1709,29.930177920532866,76.89148929364086,mem
1925,30.347507098308444,23.055641403596226,mem
1264,30.52639631928617,46.94752031250165,mem
1448,30.78912529235408,67.42807331189101,mem
3146,31.099617084439878,35.623496767729705,fg
1941,32.12197245893864,76.67393517728827,mem
2404,32.864530953296025,44.06173694682087,mem
768,33.71585449109839,43.73781788531378,mem
2478,34.466845118708264,54.17100679985083,mem
532,34.48357440705844,65.96441670997254,mem
2480,34.51117233795439,57.01767807955785,mem
3606,34.851771042170526,62.80186125828378,fg
830,35.470721233823674,67.72511206090256,mem
514,35.52165674100692,56.1921954397796,mem
95,35.680046162477275,35.34902474859354,mem
745,35.7702653935115,44.62627887982135,mem
236,35.77897346941163,63.10137929774614,mem
507,35.87374208113193,76.26145190020537,mem
2431,36.175958300076594,50.57903381659753,mem
331,36.31588312339401,58.169279915150966,mem
664,36.79250605925047,37.047755037937954,mem
137,36.952751918234796,60.45736585133554,mem
3758,37.24229243494296,99.0398036362879,fg
774,37.273471690028686,32.051898405548,mem
1763,37.280001854332994,53.55780861590866,mem
1389,37.52383623109708,53.48665602297503,mem
404,37.54838451689468,52.273179314082356,mem
1035,37.67313006938961,34.07321303613505,mem
565,37.881615548828506,53.64262377373103,mem
526,38.053305569623376,10.47239029186668,mem
1356,38.11146066457263,53.54584652696534,mem
3550,38.214318519006014,89.9819194419747,fg
2673,38.70428966016729,49.92895751911638,fg
2536,39.15460475858667,79.70851947383153,fg
463,39.68598716967869,51.6329374683592,mem
1242,39.70272216908896,59.558348391198386,mem
61,39.79016707798788,60.469257276069314,mem
459,39.79587378799983,44.64664116532075,mem
895,39.92876864255717,65.46386734378832,mem
1484,39.980873484488505,79.58540610361077,mem
4755,39.98788584978213,82.44113569953579,fg
276,40.03721490658857,63.54842553050128,mem
1156,40.09087957440739,69.17239222941406,mem
3768,40.09311857165387,67.81504014919271,fg
3225,40.17184697588581,96.71942144406944,fg
2270,40.89037572526258,59.58081320613704,mem
546,41.85371206571384,43.830736359926355,mem
2433,41.858498594132975,57.67201442830918,mem
2330,42.06142643023989,48.00174727015211,mem
344,42.241171283731106,13.667632213690224,mem
1617,42.67060324166104,45.64683477963018,mem
1368,42.71316705717953,47.50452753235256,mem
847,43.05612496635104,59.18776006412735,mem
376,43.076249115213,39.84089234364653,mem
1252,43.70599141850282,35.267160590615724,mem
403,43.707149469351904,27.484381924797365,mem
2722,43.97205751107737,72.47342122512961,fg
1957,44.08465510012249,47.97060779436628,mem
2819,44.52851948990508,46.49459213740239,fg
794,44.6300587513033,36.57244346524078,mem
4669,44.63066557915978,78.9960931225922,fg
2095,45.589178751427404,50.988562425099,mem
3831,45.73136573889611,17.22479009987876,fg
1253,46.0455056439166,47.35638754631911,mem
378,46.380364974814064,31.578150551342354,mem
1738,46.69299592155923,46.24147949962558,mem
1412,47.025256644569644,40.32692193859024,mem
4227,47.27321787510279,60.22905505038497,fg
1247,47.292665547484255,60.45784967375593,mem
1820,47.30094137911637,61.480872141649954,mem
828,47.59256155061603,69.81366477412371,mem
543,47.644940103923425,70.2494574228815,mem
87,47.821755202953504,58.52089110444946,mem
1080,48.27135166365265,49.80392255644849,mem
2131,48.54371849464208,27.045545229813506,mem
622,48.601639896321394,51.25961815278887,mem
481,49.007840672599286,44.62811736072532,mem
2147,49.07687773564494,62.6951919980117,mem
362,49.131626086054474,55.63610427565006,mem
3294,49.13403860978548,82.24709836731007,fg
2176,49.27767529514785,62.25783386994743,mem
603,49.486513104098556,42.20577178695685,mem
1287,49.514988331757756,67.89443644967619,mem
2158,49.55138846333072,69.39549694583526,mem
522,49.68145717695866,40.91967256238628,mem
