,v,R
0,65.27464328017118,3.649571462075639
1,9.005401102023256,5.265174745946765
2,48.47510476080486,5.678975947355068
3,39.581989425291006,9.016330983690203
4,67.92164410631354,12.068916422150098
5,1.6060676189666483,12.33235145220729
6,65.13670010481447,12.711395699554055
7,62.0553675013901,13.040466599200515
8,32.983447256356605,13.804110454775126
9,44.8500275708162,15.109520909585244
10,50.526280763630005,15.269170796976494
11,62.31654596776607,15.796879153541255
12,83.34330052018768,18.452138485337954
13,34.549906743803156,18.80470781670032
14,37.38372573409066,18.871831042564928
15,44.179959593056935,19.893956661268057
16,48.12831198512382,20.911157794573683
17,65.07470452817013,21.03030391109905
18,39.50557783940905,21.61250491111301
19,29.267387715049573,21.790150029961033
20,8.953792384763915,21.838731780902847
21,46.64278431287384,22.17935943108111
22,26.33191381718657,23.32308949376809
23,49.228581282512884,23.35151461508457
24,47.634740916748505,23.470765597266983
25,99.1211757239101,23.768944817925572
26,7.289263204158715,23.86638598264595
27,35.135988251132204,24.29858267136289
28,51.397966144459794,24.680349949745626
29,73.79546731668633,24.71273662173148
30,82.99487109769156,24.87967820857932
31,49.98783988548312,25.22143569643709
32,44.755167016886624,25.240551766714173
33,57.07215383519929,25.900490765081162
34,48.288248249940864,26.01589893096889
35,45.565136536402505,26.2813812924659
36,57.38007609245966,26.48810718064361
37,83.37056071486377,26.520959918579067
38,56.23558419369601,26.637814851212514
39,54.31797689956476,26.803918607789782
40,39.33087825857857,26.915477661896826
41,64.115335245737,27.328729351520554
42,35.23453923470558,27.61172003599895
43,51.61235919891391,27.65431542722275
44,42.596518630354296,27.77389042724393
45,57.49674221434854,27.776785326011748
46,58.89041605796781,28.239126937969214
47,61.8304080514425,28.2886733336836
48,54.19980849802562,28.58594795857393
49,67.66218855720626,28.988388069726962
50,40.95275854722632,29.39855910224212
51,46.91158186506018,29.6454132543676
52,64.82988983792409,29.79489101041284
53,57.776165703869154,29.946632715887084
54,75.45208477817384,30.2176222951219
55,48.54955939477851,30.250073787822608
56,30.44512571866962,31.638708109546
57,76.67393517728827,32.12197245893864
58,77.43872805553926,32.56458518787809
59,63.20721628578088,32.98113276686964
60,27.978973489256173,34.044307307103004
61,47.10748786044356,34.050185562675765
62,55.68137388858627,34.056269940608104
63,72.94617090045583,34.36212305615105
64,54.17100679985083,34.466845118708264
65,32.32198261635657,34.82579091377265
66,62.80186125828378,34.851771042170526
67,86.34248151079025,34.894591470459126
68,67.72511206090256,35.470721233823674
69,49.29160752096664,35.53337020123421
70,35.34902474859354,35.680046162477275
71,64.03077101284069,35.77255516608624
72,60.24089459548886,36.02420556760405
73,49.64604251645688,36.39127931893085
74,25.206790715390127,37.0640765047467
75,50.09563979213857,37.75367865947979
76,58.77934698449212,37.767493606678535
77,53.54584652696534,38.11146066457263
78,37.181079262730826,38.24372016197035
79,37.30901064295345,38.87587403440357
80,44.306290446932145,38.958822222766926
81,40.75484554332292,39.124772822919326
82,79.70851947383153,39.15460475858667
83,84.42970046277136,39.23126738551356
84,52.16164496543593,39.32503768486403
85,83.71398899280831,39.32687012905697
86,95.14425577862819,39.555850578197365
87,60.469257276069314,39.79016707798788
88,65.88287693695088,39.96506017415285
89,82.44113569953579,39.98788584978213
90,26.46937936537345,40.2405369526715
91,71.00488420882957,40.47412892643221
92,99.65203004281577,40.70336704568685
93,35.27166685160654,40.79583081516768
94,75.43541098100576,40.88233964628589
95,59.58081320613704,40.89037572526258
96,61.18489451415433,41.04915313523328
97,86.0744699554516,41.33669722375981
98,34.10367063764062,41.400050132349776
99,32.809642260181434,41.436079822408935
100,35.50289450498687,41.45192257009392
101,43.830736359926355,41.85371206571384
102,38.61765477490879,42.153945405305215
103,53.24115226829757,42.764711654438685
104,45.12744454886962,42.904047719839966
105,47.27552787114209,43.59082344974163
106,54.671127842341654,43.605859754209185
107,26.71534273832314,43.67444596570768
108,8.580246328228183,43.74563401110194
109,36.80219580294737,44.02033397466313
110,51.304642639432295,44.56578349422367
111,23.85770579684594,44.58274522685178
112,78.9960931225922,44.63066557915978
113,98.16301767602474,44.76476114559393
114,42.47427838205231,44.97862582519805
115,59.345036054888496,45.38556075292428
116,51.41838063688712,45.602699056664754
