R,v
186.91414408804744,90.18834511578663
186.91414408804744,90.18834511578663
159.69141680320914,65.94606119076856
192.15711388234942,61.51956740968096
176.69741150753762,36.79392700426097
163.87737847036138,26.35836229343755
199.2125983216831,14.746681774291652
140.8988282163956,31.604967863030748
101.94696461898312,55.68631321232005
88.42648278335962,43.39940195845082
130.3578904606598,80.75486702728008
106.96527620904419,67.0567800506509
177.4339025477562,51.929321316967496
110.24976262851612,29.3919943954208
145.88159493707215,68.19396806177022
180.314596430808,85.34484113203634
170.26929910473194,64.36537581303027
138.83089396740618,80.37626381860655
181.28738305141945,49.94881030391712
117.43095420320849,34.427638994119356
178.364561583053,94.96238642851559
172.80015122131414,91.55833748895115
196.30163903952027,88.29424597059608
115.8205947443882,48.69964956559476
155.31143937038362,19.673595638298078
186.35460341375645,46.16685336536924
77.13312150727224,94.6530341855317
73.96857544634247,89.0517589850918
86.87651154725991,54.24334091519403
63.37545721361368,24.58187650458808
40.06377832936603,25.23166812625262
84.08705455276656,59.94143075211521
114.30469670499336,5.176817483383157
98.39183216146465,20.880685616399184
94.09969910703659,92.15368239295134
151.1314056675423,91.04921333926242
192.6635617351652,65.93333814545497
166.58534761828355,87.43616419112392
190.98898354626502,99.3938870674038
134.7015368416933,64.71745476649504
151.3274605500794,94.99442678348012
166.45794991349433,49.751917841622635
137.60710747621445,46.284657431478685
158.011858641707,30.50344137012824
168.58855542278386,84.82760929112966
70.18699824991843,46.3682039460649
151.56053862637344,76.57115392489476
197.08282568181676,49.15385358379972
135.91844771452213,77.41037123550367
119.671482066569,75.12777771776592
120.07714423969034,62.02860478867043
155.8031082110263,42.78636812911291
186.62898570026783,0.5275492804458186
181.77230561123483,33.89358165905705
152.6662394351051,66.99257217114751
180.03092219762948,18.74057501274768
165.75158013962988,13.326602012285347
144.58922730994902,26.05901418910037
21.352915923443625,87.92697960711351
59.07336614843175,84.99347000665983
27.129903549981595,95.87780843461123
77.04229980732616,87.93956267120463
74.71855133848499,87.83200921159694
135.391192602793,25.896159648817
25.94768640553897,38.73115582278549
59.20100272050726,35.206417675290524
38.491078214538724,27.612047610639767
184.05420036761032,94.06617452411699
70.63079329213566,90.35780015457331
56.49115618169336,73.78992070982838
53.6996731839997,19.93333031495149
64.26594339092915,63.71087665895536
74.32082144493005,41.39539603446853
134.69770698768264,52.935066846422615
182.89388726873082,53.788973022890616
156.24552563715386,12.449660996580631
178.6919535449695,30.471004112204824
194.82803771590886,73.48092411844569
166.69257695492044,64.31427424043925
131.05395669615723,54.48437864727481
125.43337573610032,31.852725810212398
93.27791153741936,18.83788081008155
95.50904010749248,29.656524308771186
194.3966571883056,86.12095640225904
137.88358403658486,59.573568256833
193.4845055928982,88.64122628889919
155.33781445946042,80.67332006306276
162.63946365342173,41.524089428634454
146.84625445008626,29.228193769207508
103.45296607383251,21.943770501419976
137.85621951666565,85.05139894735021
96.26410272418595,21.601358689969764
100.9055385752589,15.981976885101464
73.39774299681802,90.24337729996563
73.39774299681802,90.24337729996563
155.17392657225236,20.205600387475947
130.21506747716685,33.170576309331594
194.26563275944184,19.052804135864942
146.01687805915034,16.993305496691786
140.39349149756478,30.52932342670137
99.08261473422674,10.098473040940695
160.81787912109039,40.320932246986594
172.6756733289826,28.84712477924015
134.75737735816034,24.723994344915262
113.95532543876044,73.71358598965709
182.38536477216763,78.50978046713416
177.74576905861545,58.36246757313243
187.11914053025725,82.74290320600338
172.30825174683457,40.1632552957868
151.71118412129778,10.318780976833466
125.6369402559282,46.79954117533804
82.76422005290057,54.718297015894954
169.13647662849152,15.743668914837857
198.1317154116418,39.011822529663156
186.80092891219016,15.508695195609985
162.4570437201507,82.24657724615281
183.7760474651114,98.56622450605585
196.05734511501447,88.12051394225
192.05777411290848,31.17321394902773
138.00201200675036,86.99451482635071
156.15831222954031,98.96010254238043
87.43333256855966,24.9917694730178
35.718134958882544,44.13801562441328
78.28163848507505,69.27552244763972
76.4654715897273,71.19280324406941
110.81192965076107,71.78400532691703
45.933568498255994,38.02244652486944
70.33792538621205,44.79277363145098
94.27098409999506,28.457693225777746
134.35726233088374,43.77888084975117
89.40981916609512,29.64350192018007
42.71092205674426,67.28900340493577
38.293767489157744,53.95041106056709
45.99279009480627,85.25223854258864
73.43340316891558,90.71317566329985
114.16835295669078,58.80469645526543
151.40895083054298,90.69702415536514
113.56031549167791,94.47766813226671
123.01673562239272,75.77900389663982
43.21022204915861,35.92682380033769
62.37028276986207,39.60778659823431
99.10449155474942,38.98727398651096
158.6425165594215,36.05480455169944
162.7909877940641,57.973066104807245
115.53437296165887,74.58689436953905
128.7325551888925,99.34245246935802
153.40936376869678,43.161147141171504
89.98275835093499,39.080394229700424
133.6986005200267,82.17273797800573
139.16195217135618,90.8787745594511
198.7551477528746,34.263869780217355
191.68927433079475,50.47710552188437
197.59383577045205,35.410968314440325
185.1267622370717,5.16317128804782
90.35412514408188,90.46649391747896
99.97690943561432,67.68407697679737
127.43668865416001,48.820976824660036
143.32444070120604,30.570099321259953
154.27656691120785,5.985488697772727
94.43482087426796,4.616787285663733
89.95044684828163,4.8419107308607146
80.31880269023836,42.21752624612967
140.8152802050844,23.796392994009107
161.841942361207,18.82791262924918
196.82004403837794,62.4820084115848
199.56670168055598,99.75757512925226
199.56670168055598,99.75757512925226
194.24983378421103,91.61242514461723
172.0690091325043,69.5571269170477
160.6674535448177,84.71655931918556
182.2772600644194,63.828483725016525
183.71328156079898,38.97455868132682
144.40073884930646,97.56988499148096
153.70513764022576,16.78221253111306
156.595532339567,3.251125696182859
191.56183829048703,76.52652668833456
107.39474524759493,85.23576649681608
165.5602240209671,75.60436268236053
174.78336222166908,67.20010954961256
133.16457481466594,64.2639147947904
123.12291229173648,23.380033057766205
164.7165042108144,72.33620027420926
131.94642998939509,71.71436411990553
77.38807309545669,91.27147330811138
77.38807309545669,91.27147330811138
161.91430782327916,65.02047389903703
189.9427778764245,44.68604853014078
111.21318932439085,77.8961838998821
64.46933371921243,12.642188488089195
82.02249153106521,61.771890832755965
131.62528368335924,93.33797574774755
155.55774765410396,84.84702372218317
135.17454610970543,92.74962930576685
105.63760005425863,55.28675368714315
199.44824968631713,74.68237613899805
196.57824456573155,65.55179367442186
183.26743533173146,47.09844651648001
199.74357249156768,22.988226297886673
192.400875067496,10.702594086841023
194.42907310926614,19.86704683175942
179.56601270632842,21.811668524136227
191.87604803192883,47.31640870680727
194.9372089988478,40.74379499479275
185.25099727548545,46.12743719508275
189.03916595812183,66.87655826882664
149.08441906784594,58.69733391995327
177.80810884507355,92.21105402324328
164.7828803681063,45.51154228925563
197.32888192759967,69.9053727206199
182.5805407274185,48.36749029388498
116.58279921307587,37.80857328745587
135.89878244282642,47.08855459118053
142.73080780374113,69.44502766240315
78.41128753516949,8.252269409749491
138.81208951052014,18.003530068992323
174.71972195028562,47.07120395544374
139.9196152858652,78.04528984553309
104.39766537773735,79.67001206249333
30.819209315845985,53.64554789975408
90.42695377909378,80.4516056649408
110.40828302767945,94.91035484093092
110.40828302767945,94.91035484093092
103.50807598218792,57.33109812550456
46.69675063804679,46.405314093253146
171.32266632951686,21.389861753499268
156.62516365768144,3.723214805209069
197.22940159927836,14.880591552805653
156.8948724722314,41.03798270551388
154.32558812663552,7.153309444583347
163.17527346446968,22.863194499698558
113.69523303702348,85.63731061409865
158.7305352142682,99.9795923252982
151.36554649875112,50.3883155189694
85.1937680516502,15.490307001709759
163.9180677965671,8.646304269938714
181.35424762638985,23.21419442735363
179.81171876414558,74.25158354681355
76.13269557298119,29.843416209454308
114.85269153105443,2.9365492983894312
119.3368607671363,1.3102759943556608
178.1050366949546,78.88709433891603
145.61563825199957,24.38884199019441
136.83691720661392,61.60007934791597
55.37572993904671,27.685107718429236
163.24084901781714,21.91166378870517
137.77533816643884,29.54793534287882
147.90979449083972,50.37350623487096
147.37210102574767,44.52690638973826
122.6382687866492,88.21762160547281
102.66000954205352,67.24178828369622
164.0747626084922,5.593214148316996
195.5101878522214,90.13577844887251
168.55712975301032,77.39339377399152
126.06206164442877,20.135413400350984
180.98766728307575,17.333642992034427
169.4047609506966,33.09691420554725
142.81456133710714,49.409411618968925
172.51819857975562,41.81719826323875
196.2065686871231,93.90426560626707
100.95766484562799,63.80934622748514
89.51300687344086,67.07818175462128
173.00971255106555,35.57628805603074
174.6505098586341,44.13529608335675
175.024299805373,88.69816148279934
175.024299805373,88.69816148279934
157.74382694994028,86.18210470022456
152.0511862753608,8.629986846752004
163.0187034484627,65.16765149308819
117.35125089363977,3.0058852846394384
148.89418511234325,2.581924778697349
195.83323823344014,38.25184747867229
114.60193925335945,36.53613394872928
69.67572662795965,66.42008582843206
60.10993607021143,54.04379595058203
78.32002841893457,8.282934102442907
46.641159303945464,61.084083094845845
105.4155901720496,60.3882745129247
138.98589328578646,3.14831946936593
142.13506780595344,56.26194389970851
134.26072049855733,35.30530411426968
118.3875810615833,59.89341069255863
180.4576935726869,3.5003107341344943
142.3805806399891,4.5570625113545695
81.40221358217534,24.422264561135588
46.46543749192389,46.441272297946156
26.13017170755427,61.79131124155809
39.307993164356596,27.595782995318523
35.486965905423936,23.79007065495243
76.39324139281199,56.10196901676137
127.73742925098377,29.65271030925083
109.77868581222927,84.77929258120555
170.050192677619,63.906932280467316
154.33819081193687,81.74921078102899
159.580538862523,76.9917685469021
175.58449708174683,31.50663070088261
187.8485525374356,24.49531649730376
174.3427852918594,55.00668928279133
183.91286118839955,78.69623172005859
198.1197674499477,54.78117720027322
184.09591805184516,68.14970745471966
184.09591805184516,68.14970745471966
78.83450487983274,95.3042018785877
59.2707590321037,63.4465490651709
49.919922803933545,59.04518395008808
67.27027432715546,33.36070584697523
134.19151001112357,22.78936339484013
174.68492933795403,47.75899954443278
154.2956480656649,64.93908144000218
157.30157972591658,73.62145102166384
75.07389947685971,51.72669839218466
83.02798932700682,73.69507464479666
167.6093611145061,39.902079963241746
195.1543233752188,56.674198785922
137.31493019157622,26.477545174914326
161.6779036912427,80.51740717975349
160.21122438654282,36.402100373327116
179.15404904628002,54.75964574501385
171.2566261265154,80.98292192544973
111.00919209693005,69.10668111601014
111.76770954253769,82.34398810670612
64.8407478361423,42.32814771647817
172.8449379902834,50.740688941790715
134.57309983518488,35.900240215571344
131.322877200705,55.27367932661679
146.0465229973856,25.771848493910962
174.70908460823142,38.93892219583913
173.29953144533084,37.290604771636865
71.71711735479062,28.61580863841623
156.77020481954537,85.18304865730721
175.60934443861808,88.82593449666955
91.50349225499716,88.77170634725306
182.6308917782344,11.091889586301184
179.67454996757618,17.270976967880884
37.72873689234532,74.40845240114878
26.123892587393488,97.55607063369786
30.013491554472278,49.47809922821026
88.52727227005795,78.48420747547102
109.7823452342362,57.64543636966761
89.19500185337459,19.747075716338237
96.00178970826086,3.5672472066411416
111.1846637044849,39.88251616681812
104.7820193712747,25.293536992072248
174.77186483398273,51.33552805225253
156.86539888306694,88.84544930847059
177.4127414921896,84.67920425305003
173.58268873066518,13.868135065061045
153.6388531045449,77.07876533711162
117.01359872444527,64.89268660057772
111.01003537404304,33.11359502804716
65.73688883573408,16.212088496108578
128.39669723747818,21.817994900236744
171.2687917504987,15.056909707478404
159.1415226123786,15.68751617795925
185.7913239781857,49.00254769612861
180.84673626695175,17.056720622190593
179.05843097565761,3.5799529156020133
138.39316772830549,69.63948582719604
178.8155255869574,77.46715995746294
97.78459681094552,5.522267012863277
132.58173152893377,33.313730854932146
29.052870800544753,91.1391393650045
2.9907486411803923,83.09764629824156
57.44035631728711,97.22603428411995
72.19049595503512,95.42375225884157
90.06358563654142,74.53127045344692
105.28150817829908,98.22975857249772
171.92824242103993,65.68934743946171
150.37360461930555,51.48177804119326
143.7421324643155,25.905538618418767
136.43224093534806,14.970536554937114
173.0135664750906,83.73568806181048
172.7835165714856,61.63054940875536
155.85479221371634,96.89758280012563
135.93994246878796,85.07482639926657
153.87831854251127,68.82828872962996
179.46974313917113,50.566081106218455
112.64077584463436,50.99967864867124
184.89472069624352,75.5298825851726
137.56723017296838,86.69263031836834
120.37199039723566,72.4941412574811
160.7654839552678,82.88731448036035
199.36860748269547,92.02241859686649
188.29642994540654,61.3446484913023
196.7149708476017,85.22332533859208
184.68962509201916,69.69037682489035
174.55668309717018,25.214397818196026
165.49736736306252,6.987954646739336
176.77693511980183,2.1915083974938327
176.77693511980183,2.1915083974938327
45.07603086318614,0.7204388380652418
32.475129886620806,9.763437847864989
58.17745388518126,2.790753210674401
