,v,R
0,65.05395892116103,2.1490369000383227
1,50.91132196807958,2.6445997068932705
2,44.93903634240478,3.452718061336017
3,59.70365700651513,3.513031471504502
4,54.33439697845859,3.5680336745712857
5,65.27464328017118,3.649571462075639
6,26.34867774088832,4.0498465294933865
7,26.59944970614825,4.616737533811118
8,35.7013590507048,5.114047434015324
9,48.47510476080486,5.678975947355068
10,68.18076947816334,5.70877027145796
11,60.94227879122593,6.322057592426777
12,35.036280472375864,6.686429433860284
13,0.4750723691126382,7.8942464012535085
14,69.24400478759665,8.035753969965526
15,57.93180095691348,8.13679595141684
16,62.277731030322,8.370774470919255
17,46.47208779529806,8.779024895415409
18,39.581989425291006,9.016330983690203
19,42.390216307248934,9.123136683764315
20,59.05370532425885,9.378531128825832
21,75.80984753720213,9.756066589990928
22,44.20906002630157,10.023108285225494
23,3.6314235518198363,10.180912147523367
24,62.732775663068416,10.243474351594172
25,27.71484432166248,10.524551757367329
26,64.4617642563841,10.576307368445764
27,41.34395091172964,10.993443511095684
28,53.462928678147144,11.119576997421783
29,63.48233179696381,11.22567990575885
30,78.25709695671657,11.280739012892836
31,58.37372411298125,11.370872343520821
32,55.42080115454647,11.435040790020981
33,58.4381226384869,11.439145862616213
34,58.1302001829537,11.49097631387532
35,67.92164410631354,12.068916422150098
36,58.862722366323204,12.19587168085729
37,46.329254844459015,12.274479406248787
38,1.6060676189666483,12.33235145220729
39,50.4093732709889,12.566278875762107
40,65.13670010481447,12.711395699554055
41,56.44381742508085,12.77677662858345
42,62.0553675013901,13.040466599200515
43,60.44742581838279,13.188403834201285
44,67.1218251796887,13.565232212405661
45,32.983447256356605,13.804110454775126
46,40.32376786656551,13.872808331791788
47,37.28329477351629,13.953892205994599
48,54.526937624455925,13.980930125306287
49,55.754558361957294,13.988648033921585
50,38.34342188872646,14.453546087856314
51,48.76158860698435,14.482815398298314
52,41.80410068486201,14.498127916831148
53,52.51833432738805,14.50624318131488
54,60.10027055823312,14.615743749312012
55,49.58132426071392,14.682934380305849
56,49.50845938258061,14.700834998171695
57,42.891309695396345,14.80284001648479
58,46.37483155863836,14.807022265790756
59,49.04998526096751,15.037967120191386
60,36.16195549427653,15.061334059804828
61,44.8500275708162,15.109520909585244
62,53.731522279163116,15.257408302019346
63,50.526280763630005,15.269170796976494
64,40.15560456953824,15.411472707260629
65,58.75942101327669,15.558654510748074
66,41.98169522423101,15.602569840510078
67,34.22945976486159,15.617404820647463
68,41.408559600412296,15.73990796530373
69,62.31654596776607,15.796879153541255
70,46.704644533669736,16.049915894384867
71,73.14515616303065,16.236295889711812
72,64.72443371581606,16.412776903972944
73,60.46679852659653,16.681933466305072
74,55.20689986208601,16.861501678345892
75,56.88065963118875,16.8727364950519
76,40.60107498436639,16.89157282056678
77,51.42422437107481,16.909335871577486
78,46.007140945080145,17.129357681311824
79,91.0565381852234,17.30041872514399
80,45.670666443910534,17.383636226091465
81,53.77438382192639,17.444332868806246
82,59.97665560304207,17.62828009827577
83,57.322173552287744,17.711914302500478
84,59.262366029535436,17.965975871275184
85,33.53915969112741,18.086523712288507
86,45.519522645250476,18.14019394886497
87,62.296675052840826,18.225277787045513
88,83.34330052018768,18.452138485337954
89,60.83857849921315,18.48902094454368
90,36.28454842578394,18.518673935605594
91,41.319182174796026,18.541111800744734
92,53.375436127982034,18.746953355293353
93,34.549906743803156,18.80470781670032
94,46.048356129533005,18.807645826997664
95,37.38372573409066,18.871831042564928
96,48.778678409632384,18.90130918555589
97,26.359833863271746,19.03013804077699
98,44.16028379851974,19.103279999176518
99,68.43699792592547,19.153957246053725
100,49.85504109003175,19.219224630757523
101,35.45079760214409,19.339657153656407
102,50.01700387989438,19.432176403772935
103,92.84717249471413,19.496680569454295
104,47.608735875370634,19.647884073311538
105,69.87310116366928,19.866016969389392
106,36.95051693692105,19.8716117522316
107,44.179959593056935,19.893956661268057
108,55.87958950400782,19.95984456063332
109,56.76321425669045,20.15944748444189
110,38.951682088810685,20.85400910431964
111,54.15499459188164,20.861424680094625
112,29.51616883663141,20.86557328401847
113,48.12831198512382,20.911157794573683
114,65.07470452817013,21.03030391109905
115,47.6087314429358,21.034823130740808
116,46.55862477900697,21.290768315797454
117,46.371478528824866,21.362044864699463
118,48.48041535537745,21.409495227326122
119,76.40001664382463,21.521908798294554
120,69.30901924262061,21.552350159344766
121,17.131389928747467,21.585874088751712
122,39.50557783940905,21.61250491111301
123,44.08259361243228,21.71903982200224
124,29.267387715049573,21.790150029961033
125,27.913865753275193,21.8304607917338
126,8.953792384763915,21.838731780902847
127,36.04707566393125,21.853827984161352
128,48.23187636862063,21.94924748320472
129,51.72291367902446,22.02921898744225
130,58.36433969129072,22.04160069455929
131,46.77771899860832,22.061576800035297
132,93.63849854980214,22.07304732825891
133,59.987022312997425,22.13343755219572
134,46.64278431287384,22.17935943108111
135,43.882471259842816,22.21229290866928
136,40.86071034483685,22.29161887040053
137,31.82872000273631,22.48656023704645
138,57.662964547466096,22.515854616913057
139,53.2680468451704,22.626805952375737
140,27.49043649168869,22.676996433740182
141,51.803586410025396,22.850720000614892
142,75.33589975734505,22.92502546393318
143,24.504943580927684,23.002106028051987
144,43.15318915686422,23.24220455238872
145,38.4769518046781,23.27395307581477
146,17.040654226685888,23.27673115663548
147,45.977619163245926,23.289898335444327
148,4.804365474280702,23.29074053808829
149,40.063705607053215,23.29579933443716
150,26.33191381718657,23.32308949376809
151,49.228581282512884,23.35151461508457
152,59.85509557397349,23.353003572719718
153,54.22763614207822,23.376032455617572
154,45.163607013717844,23.424379273272315
155,47.634740916748505,23.470765597266983
156,57.8734623626289,23.495239370393485
157,55.8466539258375,23.56812007429405
158,93.23880559721279,23.679443007251248
159,56.706443904144535,23.74806131397032
160,99.1211757239101,23.768944817925572
161,7.289263204158715,23.86638598264595
162,63.730669808657076,23.872053464954586
163,39.6439333784286,24.081891929280143
164,51.28467136362021,24.103691408576
165,67.78123953378133,24.434170108003634
166,36.45179419777006,24.61025221614211
167,40.03282835945549,24.63119280736937
168,51.397966144459794,24.680349949745626
169,73.79546731668633,24.71273662173148
170,59.136611829230965,24.73705200260941
171,67.14584823603364,24.76624190155673
172,53.578453474873115,24.80056250622691
173,28.753935905279523,24.832799397169172
174,57.822049577288354,24.875515403353155
175,82.99487109769156,24.87967820857932
176,42.58662379740928,24.96540922272853
177,58.41734714082872,25.055555558040627
178,46.7715295785777,25.15049747319862
179,41.794432800722646,25.185410588002487
180,49.98783988548312,25.22143569643709
181,44.755167016886624,25.240551766714173
182,95.9420415890558,25.361000092393198
183,43.94424488217339,25.472941335003448
184,59.92945651737645,25.554343086236962
185,63.18217804624747,25.606238138831788
186,33.307840255332195,25.613445115090475
187,64.90776218337696,25.66130720329232
188,25.901857812979273,25.88029813075679
189,57.07215383519929,25.900490765081162
190,47.575560833806975,25.903788345320148
191,48.288248249940864,26.01589893096889
192,48.1966649344685,26.06326261839509
193,55.5627836847044,26.150023302290712
194,47.08760933075858,26.310046397092446
195,38.743493443515625,26.35823328978505
196,48.26273225893794,26.436070004678275
197,59.998632117921,26.43947757901316
198,57.38007609245966,26.48810718064361
199,49.925960529228185,26.520304839252372
200,83.37056071486377,26.520959918579067
201,37.76307692073005,26.60891271244689
202,56.23558419369601,26.637814851212514
203,55.447733407698976,26.65142290096796
204,54.7080294702381,26.67082618785023
205,36.6145445051628,26.750919580459534
206,57.18419341891377,26.79691950474604
207,54.31797689956476,26.803918607789782
208,45.17003031377196,26.807305255197377
209,59.97536597239501,27.08523488955522
210,51.559889645753614,27.3266424088366
211,52.50076879683565,27.34365233020845
212,31.06585660528682,27.60208589620025
213,63.36095073649226,27.60929205568005
214,83.54546662128904,27.672438274757177
215,48.26984237079566,27.715003766796755
216,57.49674221434854,27.776785326011748
217,44.87641346741995,27.784057484861805
218,25.52936487380792,27.960677290740858
219,41.40647727823498,27.98272908026775
220,61.95939794159372,28.002667734925605
221,46.0339655182386,28.0526369792038
222,61.12110751194971,28.10134610446909
223,69.13309775792203,28.11652591004607
224,16.659222896587124,28.172969878024546
225,58.89041605796781,28.239126937969214
226,27.91685065677116,28.24561804050737
227,33.65612894636796,28.29237005522664
228,67.65314658755418,28.523823001316266
229,54.19980849802562,28.58594795857393
230,29.79069182081049,28.6440149266056
231,56.04269919708489,28.731672514097127
232,54.512123638014295,28.77437645009509
233,52.40524011981583,28.833091872645987
234,67.66218855720626,28.988388069726962
235,94.38141527059976,29.06159077059905
236,67.54788889993529,29.161250482577664
