,Unnamed: 0,R,v
707471,707471,56.82092613673237,34.49330101395729
90145,90145,91.70010887701943,69.1687170841256
780671,780671,68.63899238893322,39.84394242887434
410208,410208,73.96828360324177,43.68818658190985
638975,638975,55.193435687001184,57.98915076108357
170906,170906,85.69404925921368,52.50754274827344
854050,854050,47.31957629402909,61.57770875912098
318983,318983,95.98711543250309,61.97295142296514
904247,904247,76.44161211980601,50.906916738807794
395639,395639,77.06133341836939,30.107732184226755
654418,654418,77.69533037951345,39.59436773166154
963946,963946,13.687644276299178,42.463114448536025
140470,140470,84.67399458177881,23.779048246113373
583861,583861,42.69347827632622,56.8902196862347
848406,848406,50.4902350005951,42.198945499716366
373885,373885,85.35907231871363,40.24722952123852
64259,64259,35.76529786704825,47.910181569776924
693102,693102,56.014838693174276,19.40266375796604
535814,535814,69.26519525455052,44.86832411476301
79834,79834,65.91133558315236,56.22787598935716
357786,357786,68.86476119424479,28.48322045367488
125169,125169,47.733096576273105,65.03606280127731
365548,365548,52.3459928685589,37.328933737406565
87709,87709,30.87966236276712,72.95564838811853
4963,4963,14.909603063436535,49.290737720620605
474049,474049,97.091993694602,17.276674316658443
751925,751925,29.63531873606527,50.84614496458693
221478,221478,80.91630800142183,70.49000869429088
161954,161954,35.261087078345874,61.464035071981726
116593,116593,23.022892426597906,61.46685771410906
303337,303337,24.72268186495957,38.92341513914468
343651,343651,65.92734249473442,26.972025773205658
453827,453827,94.73387581762968,23.362817282624544
901676,901676,77.46910260708727,57.77683516319089
642543,642543,68.18016288251364,61.57638968750893
351405,351405,80.28285764014718,31.93057858086116
111713,111713,26.69104892037497,60.12493180172473
886758,886758,59.01376707709915,50.60893004709318
783243,783243,71.21883255537469,78.3603507859603
210403,210403,93.034146077603,40.224874106981225
12062,12062,37.364996031816986,47.24868048529385
571599,571599,57.824409145163344,53.702613019092595
273150,273150,75.16419705964914,62.78248223742445
804395,804395,77.81337895761322,57.445646282220544
843336,843336,87.39470714364231,51.35453742499428
607886,607886,82.46627100678104,49.358428203679544
214446,214446,76.5340606143602,77.4540448229867
925494,925494,36.727923857596544,30.755775718010284
764175,764175,61.27851572256483,55.43915207078538
34072,34072,72.42917636583745,32.870787367120684
105860,105860,24.324625599004094,35.147361728557065
592894,592894,87.3117036599424,27.73999049688921
960501,960501,3.556709925678861,58.533122125122226
95418,95418,34.80253432555816,41.48314638196096
742548,742548,57.67062284982982,57.2036985195739
56784,56784,55.159707838019706,50.23951944836907
675442,675442,69.26827280595248,41.854663458297495
239741,239741,47.04800360223954,72.24258824452335
876219,876219,33.92656902002488,29.22446789712487
935064,935064,78.84687027156029,51.82578522008064
249992,249992,49.83155125185417,26.542201867994127
525562,525562,68.39777612480475,69.88037343656447
837600,837600,70.65499984899759,22.41103537327006
669129,669129,62.5606458948462,66.68828565390766
260565,260565,66.74353420768331,20.188361358762236
784191,784191,76.18151091029726,40.75059323224218
418918,418918,57.2719231330631,41.06593239961337
900725,900725,51.300929181937036,49.68326575501477
603852,603852,92.82457998482245,80.73893790234979
147703,147703,87.58252335117805,51.12683353438476
182747,182747,71.90861780387065,55.125977583482026
670580,670580,59.741870581842356,64.29220442492574
456016,456016,24.72542831108796,48.86510283194208
131576,131576,33.543015966279285,62.5880140813515
25868,25868,41.98125105586587,51.685519072275255
759204,759204,56.60943502891075,30.9651421657015
797016,797016,42.21868041807756,56.14250329945181
163592,163592,56.914003744112605,51.24636110905776
122340,122340,34.57706564950327,78.14270344467332
108406,108406,47.340302339370346,36.502103727579644
70154,70154,20.397973396773104,23.00806362754617
139621,139621,72.90953116415544,77.72201855863521
612398,612398,48.792753187812465,69.86028393434694
658351,658351,19.06748493063211,36.21688699285321
882241,882241,65.58723118377479,58.61141795414938
459509,459509,66.99070358785211,56.78309344756982
630004,630004,90.17939268700971,47.85390151605554
4721,4721,35.88212804788937,37.980437262282855
54365,54365,44.599406808247146,48.51496329626026
566193,566193,60.460742343474806,52.11666189976759
59736,59736,97.19617996223272,43.27871110839781
114757,114757,95.13125484352041,43.38832990818191
570113,570113,64.43682123102778,44.989096383889425
882742,882742,71.12166766606403,57.6446498232508
707154,707154,47.49012717263174,41.93702622946138
272876,272876,94.62319783153973,84.28595198668
415488,415488,68.51207072549445,45.264158235480814
716970,716970,39.21557551583399,45.31586278969834
254247,254247,50.87355077423528,67.0525537472509
593140,593140,50.98381101499311,30.291944060992524
705128,705128,49.00176904592533,27.545004994340268
615378,615378,93.30890723547189,36.31646206429768
628524,628524,70.73319155386986,31.910680190665346
51050,51050,44.73992654060675,59.626939386473275
83044,83044,35.06548330072208,56.647855561407034
745566,745566,83.7158238302018,45.198831408139675
454521,454521,95.4473551104835,70.88678566047234
477498,477498,73.92968984705256,52.65297239309754
78979,78979,42.446780337273886,60.41871172957448
640557,640557,56.373059825819595,64.65890511543097
905310,905310,50.48503350361132,38.988942893099306
678191,678191,37.25594578287047,68.41215639727
551018,551018,45.77001695500333,40.7046044202533
508289,508289,47.32124742882942,29.81259755989125
980047,980047,76.8995401735318,43.07244267074009
387654,387654,32.959908172117764,66.46154328810921
122705,122705,98.61193672870054,36.1302789961234
907683,907683,23.038080038913623,52.63260645922128
525653,525653,11.171834135863195,46.775286819724165
695818,695818,65.96832376803518,53.62014456831733
961635,961635,50.55552624450636,28.059599894243878
39645,39645,71.9237419547634,11.944008356389629
178419,178419,80.35503931240976,78.2872887494819
885299,885299,96.5610670030723,45.26576562640849
337851,337851,32.04386305932794,51.53223735386937
493719,493719,38.449495206964436,64.84133264207621
714980,714980,90.6979057051855,54.10399785344895
825017,825017,31.62943379270152,62.91111760334345
90042,90042,55.72544325346056,76.0564625925541
443086,443086,40.35430480435323,19.93815938602111
806286,806286,49.68622926078207,18.82881491488105
