,Unnamed: 0,v,R
0,0,65.05395892116103,2.1490369000383227
1,1,50.91132196807958,2.6445997068932705
2,2,60.203352814005186,2.6955914082838546
3,3,44.93903634240478,3.452718061336017
4,4,65.27464328017118,3.649571462075639
5,5,26.59944970614825,4.616737533811118
6,6,35.7013590507048,5.114047434015324
7,7,33.32100216654837,5.216341750908921
8,8,9.005401102023256,5.265174745946765
9,9,68.18076947816334,5.70877027145796
10,10,35.036280472375864,6.686429433860284
11,11,40.41627556158525,7.159985078801537
12,12,55.820465795972574,8.017736535084177
13,13,69.24400478759665,8.035753969965526
14,14,57.93180095691348,8.13679595141684
15,15,35.17814959674311,8.224428177622668
16,16,62.277731030322,8.370774470919255
17,17,47.57274456946893,8.426704814049353
18,18,46.47208779529806,8.779024895415409
19,19,63.312648165167104,8.840253057009818
20,20,42.390216307248934,9.123136683764315
21,21,75.80984753720213,9.756066589990928
22,22,62.732775663068416,10.243474351594172
23,23,35.92458001320722,10.33105756447185
24,24,33.749828924870826,10.548197698257493
25,25,64.4617642563841,10.576307368445764
26,26,46.383622655190784,10.586491841431485
27,27,50.51679262107884,10.620194680640699
28,28,53.462928678147144,11.119576997421783
29,29,63.48233179696381,11.22567990575885
30,30,55.42080115454647,11.435040790020981
31,31,58.4381226384869,11.439145862616213
32,32,58.1302001829537,11.49097631387532
33,33,67.92164410631354,12.068916422150098
34,34,58.862722366323204,12.19587168085729
35,35,31.514076805408425,12.262447060909436
36,36,46.329254844459015,12.274479406248787
37,37,51.881566943446465,12.295639251180058
38,38,1.6060676189666483,12.33235145220729
39,39,50.4093732709889,12.566278875762107
40,40,56.44381742508085,12.77677662858345
41,41,62.0553675013901,13.040466599200515
42,42,29.616949808322893,13.081939537141805
43,43,60.44742581838279,13.188403834201285
44,44,67.1218251796887,13.565232212405661
45,45,54.526937624455925,13.980930125306287
46,46,55.754558361957294,13.988648033921585
47,47,38.34342188872646,14.453546087856314
48,48,48.76158860698435,14.482815398298314
49,49,41.80410068486201,14.498127916831148
50,50,52.51833432738805,14.50624318131488
51,51,60.10027055823312,14.615743749312012
52,52,63.620635373961726,14.680568433082412
53,53,49.58132426071392,14.682934380305849
54,54,49.50845938258061,14.700834998171695
55,55,46.37483155863836,14.807022265790756
56,56,49.04998526096751,15.037967120191386
57,57,36.16195549427653,15.061334059804828
58,58,44.8500275708162,15.109520909585244
59,59,50.269612799057,15.19779917036165
60,60,53.731522279163116,15.257408302019346
61,61,81.54607511051924,15.284037152848914
62,62,44.35650862425757,15.32458534611378
63,63,40.15560456953824,15.411472707260629
64,64,58.75942101327669,15.558654510748074
65,65,41.98169522423101,15.602569840510078
66,66,34.22945976486159,15.617404820647463
67,67,62.31654596776607,15.796879153541255
68,68,46.704644533669736,16.049915894384867
69,69,73.14515616303065,16.236295889711812
70,70,78.95548446324136,16.403528298639767
71,71,64.72443371581606,16.412776903972944
72,72,60.46679852659653,16.681933466305072
73,73,53.73763175272583,16.787625183688938
74,74,55.20689986208601,16.861501678345892
75,75,56.88065963118875,16.8727364950519
76,76,40.60107498436639,16.89157282056678
77,77,51.42422437107481,16.909335871577486
78,78,46.007140945080145,17.129357681311824
79,79,63.85533984762733,17.210909853260368
80,80,91.0565381852234,17.30041872514399
81,81,45.670666443910534,17.383636226091465
82,82,59.97665560304207,17.62828009827577
83,83,57.322173552287744,17.711914302500478
84,84,33.53915969112741,18.086523712288507
85,85,45.519522645250476,18.14019394886497
86,86,62.296675052840826,18.225277787045513
87,87,83.34330052018768,18.452138485337954
88,88,60.83857849921315,18.48902094454368
89,89,65.85311326452286,18.497937985805407
90,90,36.28454842578394,18.518673935605594
91,91,41.319182174796026,18.541111800744734
92,92,46.048356129533005,18.807645826997664
93,93,37.38372573409066,18.871831042564928
94,94,48.778678409632384,18.90130918555589
95,95,26.359833863271746,19.03013804077699
96,96,44.16028379851974,19.103279999176518
97,97,49.85504109003175,19.219224630757523
98,98,35.45079760214409,19.339657153656407
99,99,50.01700387989438,19.432176403772935
100,100,69.87310116366928,19.866016969389392
101,101,36.95051693692105,19.8716117522316
102,102,55.87958950400782,19.95984456063332
103,103,56.76321425669045,20.15944748444189
104,104,74.11622210514159,20.721519912761764
105,105,38.951682088810685,20.85400910431964
106,106,54.15499459188164,20.861424680094625
